gene	ncbi_gene_id	ncbi_protein_id	uniprot_id	description
mtm:MYCTH_82189	ncbi-geneid:11514212	ncbi-proteinid:XP_003664347	up:G2QF73	hypothetical protein
mtm:MYCTH_82268	ncbi-geneid:11514059	ncbi-proteinid:XP_003664272	up:G2QEZ8	carbonic anhydrase-like protein
mtm:MYCTH_82275	ncbi-geneid:11514056	ncbi-proteinid:XP_003664269	up:G2QEZ5	hypothetical protein
mtm:MYCTH_82292	ncbi-geneid:11514048	ncbi-proteinid:XP_003664261	up:G2QEY7	RanGTP-binding-like protein
mtm:MYCTH_82456	ncbi-geneid:11513783	ncbi-proteinid:XP_003664152	up:G2QHP7	Dihydrodipicolinate synthetase-like protein
mtm:MYCTH_82505	ncbi-geneid:11513753	ncbi-proteinid:XP_003664122	up:G2QHL7	mandelate racemase-like protein
mtm:MYCTH_82558	ncbi-geneid:11513644	ncbi-proteinid:XP_003664091	up:G2QHI6	glycoside hydrolase family 5 protein
mtm:MYCTH_82678	ncbi-geneid:11513572	ncbi-proteinid:XP_003664019	up:G2QHB4	hypothetical protein
mtm:MYCTH_82772	ncbi-geneid:11513419	ncbi-proteinid:XP_003663944	up:G2QH39	epimerase/hydratase
mtm:MYCTH_82782	ncbi-geneid:11510290	ncbi-proteinid:XP_003663940	up:G2QH35	general substrate transporter
mtm:MYCTH_82981	ncbi-geneid:11510041	ncbi-proteinid:XP_003663751	up:G2QG41	hypothetical protein
mtm:MYCTH_82995	ncbi-geneid:11510021	ncbi-proteinid:XP_003663731	up:G2QG21	hypothetical protein
mtm:MYCTH_83019	ncbi-geneid:11509893	ncbi-proteinid:XP_003663697	up:G2QFT4	glycoside hydrolase family 51 protein
mtm:MYCTH_83025	ncbi-geneid:11509888	ncbi-proteinid:XP_003663692	up:G2QFS9	fumarate reductase/succinate dehydrogenase flavo protein-like protein
mtm:MYCTH_83040	ncbi-geneid:11509881	ncbi-proteinid:XP_003663685	up:G2QFS2	hypothetical protein
mtm:MYCTH_83041	ncbi-geneid:11509880	ncbi-proteinid:XP_003663684	up:G2QFS1	glycoside hydrolase family 76 protein
mtm:MYCTH_83048	ncbi-geneid:11509874	ncbi-proteinid:XP_003663678	up:G2QFR5	diphosphomevalonate decarboxylase
mtm:MYCTH_83051	ncbi-geneid:11509914	ncbi-proteinid:XP_003663674	up:G2QFR1	hypothetical protein
mtm:MYCTH_83083	ncbi-geneid:11511457	ncbi-proteinid:XP_003665697	up:G2QJ86	hypothetical protein
mtm:MYCTH_83111	ncbi-geneid:11511427	ncbi-proteinid:XP_003665667	up:G2QJ03	hypothetical protein
mtm:MYCTH_83193	ncbi-geneid:11511482	ncbi-proteinid:XP_003665558	up:G2QID9	hypothetical protein
mtm:MYCTH_83475	ncbi-geneid:11511145	ncbi-proteinid:XP_003665385	up:G2QHV1	epimerase/hydratase
mtm:MYCTH_83591	ncbi-geneid:11511053	ncbi-proteinid:XP_003665293	up:G2QKE2	hypothetical protein
mtm:MYCTH_83595	ncbi-geneid:11511041	ncbi-proteinid:XP_003665281	up:G2QKD0	hypothetical protein
mtm:MYCTH_83864	ncbi-geneid:11507200	ncbi-proteinid:XP_003665094	up:G2QJU3	alcohol dehydrogenase-like protein
mtm:MYCTH_83980	ncbi-geneid:11506928	ncbi-proteinid:XP_003664978	up:G2QJH6	hypothetical protein
mtm:MYCTH_84047	ncbi-geneid:11506880	ncbi-proteinid:XP_003664930	up:G2QJC8	amino-acid permease
mtm:MYCTH_84133	ncbi-geneid:11506719	ncbi-proteinid:XP_003664847	up:G2QJ27	carbohydrate esterase family 16 protein
mtm:MYCTH_84164	ncbi-geneid:11506621	ncbi-proteinid:XP_003664827	up:G2QIV4	sugar transporter-like protein
mtm:MYCTH_84198	ncbi-geneid:11506597	ncbi-proteinid:XP_003664803	up:G2QIT0	hypothetical protein
mtm:MYCTH_84297	ncbi-geneid:11510113	ncbi-proteinid:XP_003667406	up:G2QP39	glycoside hydrolase family 5 protein
mtm:MYCTH_84302	ncbi-geneid:11510110	ncbi-proteinid:XP_003667403	up:G2QNY2	alcohol dehydrogenase-like protein
mtm:MYCTH_84362	ncbi-geneid:11509995	ncbi-proteinid:XP_003667366	up:G2QNU5	hypothetical protein
mtm:MYCTH_84377	ncbi-geneid:11509983	ncbi-proteinid:XP_003667354	up:G2QNT3	peptidase
mtm:MYCTH_84590	ncbi-geneid:11509663	ncbi-proteinid:XP_003667190	up:G2QN72	hypothetical protein
mtm:MYCTH_84670	ncbi-geneid:11509617	ncbi-proteinid:XP_003667144	up:G2QN26	cytidine deaminase-like protein
mtm:MYCTH_84837	ncbi-geneid:11509356	ncbi-proteinid:XP_003667039	up:G2QQD1	hypothetical protein
mtm:MYCTH_84848	ncbi-geneid:11509353	ncbi-proteinid:XP_003667036	up:G2QQC8	AAA family ATPase-like protein
mtm:MYCTH_84896	ncbi-geneid:11509320	ncbi-proteinid:XP_003667003	up:G2QQ95	hypothetical protein
mtm:MYCTH_84911	ncbi-geneid:11509310	ncbi-proteinid:XP_003666993	up:G2QQ85	hypothetical protein
mtm:MYCTH_84992	ncbi-geneid:11507309	ncbi-proteinid:XP_003666946	up:G2QQ38	hypothetical protein
mtm:MYCTH_85068	ncbi-geneid:11507170	ncbi-proteinid:XP_003666885	up:G2QPX7	4-hydroxyphenylpyruvate dioxygenase-like protein
mtm:MYCTH_85367	ncbi-geneid:11506803	ncbi-proteinid:XP_003666674	up:G2QPB6	stomatin-like protein
mtm:MYCTH_85489	ncbi-geneid:11506560	ncbi-proteinid:XP_003666587	up:G2QP21	hypothetical protein
mtm:MYCTH_85534	ncbi-geneid:11506535	ncbi-proteinid:XP_003666562	up:G2QNZ6	hypothetical protein
mtm:MYCTH_85556	ncbi-geneid:11506522	ncbi-proteinid:XP_003666549	up:G2QNT0	glycoside hydrolase family 61 protein
mtm:MYCTH_85595	ncbi-geneid:11506484	ncbi-proteinid:XP_003666527	up:G2QNQ8	polyketide synthase
mtm:MYCTH_85648	ncbi-geneid:11513683	ncbi-proteinid:XP_003665858	up:G2QKY1	hypothetical protein
mtm:MYCTH_85756	ncbi-geneid:11513533	ncbi-proteinid:XP_003665786	up:G2QKQ9	histone acetyltransferase ESA1-like protein
mtm:MYCTH_85902	ncbi-geneid:11513046	ncbi-proteinid:XP_003660903	up:G2Q780	hypothetical protein
mtm:MYCTH_86049	ncbi-geneid:11505574	ncbi-proteinid:XP_003660541	up:G2Q4A1	hypothetical protein
mtm:MYCTH_86076	ncbi-geneid:11511674	ncbi-proteinid:XP_003660458	up:G2Q3F3	hypothetical protein
mtm:MYCTH_86143	ncbi-geneid:11505874	ncbi-proteinid:XP_003660300	up:G2Q222	3-hydroxyacyl-CoA dehydrogenase-like protein
mtm:MYCTH_86146	ncbi-geneid:11513211	ncbi-proteinid:XP_003660285	up:G2Q207	hypothetical protein
mtm:MYCTH_86350	ncbi-geneid:11505373	ncbi-proteinid:XP_003660110	up:G2Q041	hypothetical protein
mtm:MYCTH_86355	ncbi-geneid:11513174	ncbi-proteinid:XP_003660118	up:G2Q0L1	hypothetical protein
mtm:MYCTH_86520	ncbi-geneid:11506037	ncbi-proteinid:XP_003658434	up:G2Q0C6	hypothetical protein
mtm:MYCTH_86753	ncbi-geneid:11506092	ncbi-proteinid:XP_003659014	up:G2Q5D8	glycoside hydrolase family 5 protein
mtm:MYCTH_86753	ncbi-geneid:11506092	ncbi-proteinid:XP_003659014	up:H2B658	glycoside hydrolase family 5 protein
mtm:MYCTH_86821	ncbi-geneid:11506010	ncbi-proteinid:XP_003659214	up:G2PZU6	hypothetical protein
mtm:MYCTH_87116	ncbi-geneid:11511577	ncbi-proteinid:XP_003659902	up:G2Q5Y0	hypothetical protein
mtm:MYCTH_87219	ncbi-geneid:11512451	ncbi-proteinid:XP_003662398	up:G2Q909	30 kDa heat shock protein
mtm:MYCTH_87315	ncbi-geneid:11512206	ncbi-proteinid:XP_003662153	up:G2Q7P9	hypothetical protein
mtm:MYCTH_87328	ncbi-geneid:11512175	ncbi-proteinid:XP_003662122	up:G2Q7G4	hypothetical protein
mtm:MYCTH_87557	ncbi-geneid:11510379	ncbi-proteinid:XP_003661574	up:G2Q937	L-threo-3-deoxy-hexulosonate aldolase
mtm:MYCTH_87600	ncbi-geneid:11512142	ncbi-proteinid:XP_003661463	up:G2Q8G9	hypothetical protein
mtm:MYCTH_87669	ncbi-geneid:11511964	ncbi-proteinid:XP_003661285	up:G2Q7C9	hypothetical protein
mtm:MYCTH_87877	ncbi-geneid:11507916	ncbi-proteinid:XP_003663658	up:G2QBW2	hypothetical protein
mtm:MYCTH_87980	ncbi-geneid:11507681	ncbi-proteinid:XP_003663055	up:G2QEM7	hypothetical protein
mtm:MYCTH_88099	ncbi-geneid:11512784	ncbi-proteinid:XP_003662708	up:G2QD97	hypothetical protein
mtm:MYCTH_88187	ncbi-geneid:11512570	ncbi-proteinid:XP_003662463	up:G2QBZ1	copper transporter-like protein
mtm:MYCTH_88195	ncbi-geneid:11506318	ncbi-proteinid:XP_003664712	up:G2QGW0	hypothetical protein
mtm:MYCTH_88392	ncbi-geneid:11513735	ncbi-proteinid:XP_003664104	up:G2QHJ9	hypothetical protein
mtm:MYCTH_88639	ncbi-geneid:11511095	ncbi-proteinid:XP_003665335	up:G2QKI4	delta-12 acyl-CoA desaturase
mtm:MYCTH_88687	ncbi-geneid:11510938	ncbi-proteinid:XP_003665178	up:G2QK27	histone 1-like protein
mtm:MYCTH_88807	ncbi-geneid:11506620	ncbi-proteinid:XP_003664826	up:G2QIV3	NADP-dependent dehydrogenase-like protein
mtm:MYCTH_89127	ncbi-geneid:11506820	ncbi-proteinid:XP_003666691	up:G2QPD3	hypothetical protein
mtm:MYCTH_89251	ncbi-geneid:11508296	ncbi-proteinid:XP_003661018	up:G2Q0R1	glycosyltransferase family 1 protein
mtm:MYCTH_89278	ncbi-geneid:11508358	ncbi-proteinid:XP_003660986	up:G2Q067	hypothetical protein
mtm:MYCTH_89319	ncbi-geneid:11505859	ncbi-proteinid:XP_003660939	up:G2PZK8	hypothetical protein
mtm:MYCTH_89324	ncbi-geneid:11508752	ncbi-proteinid:XP_003660934	up:G2PZK3	hypothetical protein
mtm:MYCTH_89343	ncbi-geneid:11512931	ncbi-proteinid:XP_003660915	up:G2PZI4	hypothetical protein
mtm:MYCTH_89426	ncbi-geneid:11506079	ncbi-proteinid:XP_003660814	up:G2Q6J6	hypothetical protein
mtm:MYCTH_89510	ncbi-geneid:11508972	ncbi-proteinid:XP_003660717	up:G2Q5N6	hypothetical protein
mtm:MYCTH_89534	ncbi-geneid:11513397	ncbi-proteinid:XP_003660689	up:G2Q5A4	hypothetical protein
mtm:MYCTH_89563	ncbi-geneid:11512844	ncbi-proteinid:XP_003660655	up:G2Q570	hypothetical protein
mtm:MYCTH_89603	ncbi-geneid:11508875	ncbi-proteinid:XP_003660610	up:G2Q4S6	glycoside hydrolase family 11 protein
mtm:MYCTH_8962	ncbi-geneid:11508185	ncbi-proteinid:XP_003658624	up:G2Q252	hypothetical protein
mtm:MYCTH_89669	ncbi-geneid:11513208	ncbi-proteinid:XP_003660535	up:G2Q3Y7	hypothetical protein
mtm:MYCTH_89710	ncbi-geneid:11508294	ncbi-proteinid:XP_003660484	up:G2Q3H9	GCN5-related N-acetyltransferase-like protein
mtm:MYCTH_89872	ncbi-geneid:11509006	ncbi-proteinid:XP_003660305	up:G2Q227	Ribose/galactose isomerase-like protein
mtm:MYCTH_89922	ncbi-geneid:11513302	ncbi-proteinid:XP_003660252	up:G2Q1L6	hypothetical protein
mtm:MYCTH_89935	ncbi-geneid:11511621	ncbi-proteinid:XP_003660239	up:G2Q1K3	hypothetical protein
mtm:MYCTH_89958	ncbi-geneid:11514488	ncbi-proteinid:XP_003666273	up:G2QM48	hypothetical protein
mtm:MYCTH_89959	ncbi-geneid:11514487	ncbi-proteinid:XP_003666272	up:G2QM47	hypothetical protein
mtm:MYCTH_89967	ncbi-geneid:11514477	ncbi-proteinid:XP_003666262	up:G2QM37	hypothetical protein
mtm:MYCTH_89976	ncbi-geneid:11514464	ncbi-proteinid:XP_003666249	up:G2QM24	hypothetical protein
mtm:MYCTH_89981	ncbi-geneid:11514459	ncbi-proteinid:XP_003666244	up:G2QM19	hypothetical protein
mtm:MYCTH_89984	ncbi-geneid:11514455	ncbi-proteinid:XP_003666240	up:G2QM15	hypothetical protein
mtm:MYCTH_89991	ncbi-geneid:11514447	ncbi-proteinid:XP_003666232	up:G2QM07	hypothetical protein
mtm:MYCTH_89999	ncbi-geneid:11514437	ncbi-proteinid:XP_003666222	up:G2QLZ7	hypothetical protein
mtm:MYCTH_90035	ncbi-geneid:11514317	ncbi-proteinid:XP_003666180	up:G2QLV5	hypothetical protein
mtm:MYCTH_90076	ncbi-geneid:11514275	ncbi-proteinid:XP_003666138	up:G2QLR3	hypothetical protein
mtm:MYCTH_90096	ncbi-geneid:11514170	ncbi-proteinid:XP_003666111	up:G2QLN6	hypothetical protein
mtm:MYCTH_90104	ncbi-geneid:11514161	ncbi-proteinid:XP_003666102	up:G2QLM7	hypothetical protein
mtm:MYCTH_90182	ncbi-geneid:11506385	ncbi-proteinid:XP_003666008	up:G2QLD1	glycoside hydrolase family 16 protein
mtm:MYCTH_90226	ncbi-geneid:11513865	ncbi-proteinid:XP_003665962	up:G2QL85	hypothetical protein
mtm:MYCTH_90296	ncbi-geneid:11513704	ncbi-proteinid:XP_003665879	up:G2QL02	hypothetical protein
mtm:MYCTH_90344	ncbi-geneid:11509181	ncbi-proteinid:XP_003660100	up:G2Q031	zinc finger C2H2-like protein
mtm:MYCTH_90354	ncbi-geneid:11508369	ncbi-proteinid:XP_003660111	up:G2Q042	hypothetical protein
mtm:MYCTH_90482	ncbi-geneid:11514606	ncbi-proteinid:XP_003666313	up:G2QM88	hypothetical protein
mtm:MYCTH_90505	ncbi-geneid:11514629	ncbi-proteinid:XP_003666336	up:G2QMB1	hypothetical protein
mtm:MYCTH_90513	ncbi-geneid:11514637	ncbi-proteinid:XP_003666344	up:G2QMB9	hypothetical protein
mtm:MYCTH_90514	ncbi-geneid:11514641	ncbi-proteinid:XP_003666348	up:G2QMC3	hypothetical protein
mtm:MYCTH_90516	ncbi-geneid:11514643	ncbi-proteinid:XP_003666350	up:G2QMC5	hypothetical protein
mtm:MYCTH_90517	ncbi-geneid:11514644	ncbi-proteinid:XP_003666351	up:G2QMC6	cellobiose dehydrogenase-like protein
mtm:MYCTH_90577	ncbi-geneid:11506228	ncbi-proteinid:XP_003666428	up:G2QMK3	hypothetical protein
mtm:MYCTH_90594	ncbi-geneid:11506248	ncbi-proteinid:XP_003666448	up:G2QMM3	polysaccharide lyase family 1 protein
mtm:MYCTH_90598	ncbi-geneid:11506329	ncbi-proteinid:XP_003666451	up:G2QMM6	hypothetical protein
mtm:MYCTH_90607	ncbi-geneid:11506339	ncbi-proteinid:XP_003666461	up:G2QMN6	hypothetical protein
mtm:MYCTH_90610	ncbi-geneid:11506342	ncbi-proteinid:XP_003666464	up:G2QMN9	hypothetical protein
mtm:MYCTH_90614	ncbi-geneid:11506346	ncbi-proteinid:XP_003666468	up:G2QMP3	hypothetical protein
mtm:MYCTH_90619	ncbi-geneid:11506352	ncbi-proteinid:XP_003666474	up:G2QMP9	hypothetical protein
mtm:MYCTH_90632	ncbi-geneid:11506366	ncbi-proteinid:XP_003666488	up:G2QMR3	aquaporin-like protein
mtm:MYCTH_90641	ncbi-geneid:11506375	ncbi-proteinid:XP_003666497	up:G2QMS2	MFS general substrate transporter-like protein
mtm:MYCTH_90655	ncbi-geneid:11512995	ncbi-proteinid:XP_003658327	up:G2Q6Q2	glycoside hydrolase family 2 protein
mtm:MYCTH_90789	ncbi-geneid:11505527	ncbi-proteinid:XP_003658477	up:G2Q0T2	hypothetical protein
mtm:MYCTH_90896	ncbi-geneid:11508762	ncbi-proteinid:XP_003658601	up:G2Q1S2	hypothetical protein
mtm:MYCTH_90985	ncbi-geneid:11505594	ncbi-proteinid:XP_003658705	up:G2Q2P1	hypothetical protein
mtm:MYCTH_91076	ncbi-geneid:11511686	ncbi-proteinid:XP_003658806	up:G2Q3K5	hypothetical protein
mtm:MYCTH_91077	ncbi-geneid:11513276	ncbi-proteinid:XP_003658808	up:G2Q3K7	hypothetical protein
mtm:MYCTH_91240	ncbi-geneid:11505797	ncbi-proteinid:XP_003658979	up:G2Q4Z7	hypothetical protein
mtm:MYCTH_91253	ncbi-geneid:11508942	ncbi-proteinid:XP_003658997	up:G2Q5C1	hypothetical protein
mtm:MYCTH_91274	ncbi-geneid:11509073	ncbi-proteinid:XP_003659019	up:G2Q5E3	hypothetical protein
mtm:MYCTH_91276	ncbi-geneid:11509175	ncbi-proteinid:XP_003659022	up:G2Q5E6	hypothetical protein
mtm:MYCTH_91278	ncbi-geneid:11507987	ncbi-proteinid:XP_003659024	up:G2Q5E8	hypothetical protein
mtm:MYCTH_91282	ncbi-geneid:11508091	ncbi-proteinid:XP_003659028	up:G2Q5F2	hypothetical protein
mtm:MYCTH_91334	ncbi-geneid:11508964	ncbi-proteinid:XP_003659086	up:G2Q5W5	hypothetical protein
mtm:MYCTH_91615	ncbi-geneid:11513263	ncbi-proteinid:XP_003659391	up:G2Q1F6	hypothetical protein
mtm:MYCTH_91802	ncbi-geneid:11512846	ncbi-proteinid:XP_003659611	up:G2Q3A5	hypothetical protein
mtm:MYCTH_91894	ncbi-geneid:11505463	ncbi-proteinid:XP_003659714	up:G2Q474	hypothetical protein
mtm:MYCTH_91906	ncbi-geneid:11508965	ncbi-proteinid:XP_003659725	up:G2Q485	hypothetical protein
mtm:MYCTH_91932	ncbi-geneid:11508453	ncbi-proteinid:XP_003659759	up:G2Q4M5	hypothetical protein
mtm:MYCTH_92028	ncbi-geneid:11506064	ncbi-proteinid:XP_003659869	up:G2Q5J1	hypothetical protein
mtm:MYCTH_92074	ncbi-geneid:11508019	ncbi-proteinid:XP_003659923	up:G2Q601	phosphatidyl inositol 3-kinase-like protein
mtm:MYCTH_92091	ncbi-geneid:11512830	ncbi-proteinid:XP_003659940	up:G2Q618	hypothetical protein
mtm:MYCTH_92165	ncbi-geneid:11508417	ncbi-proteinid:XP_003660030	up:G2Q705	hypothetical protein
mtm:MYCTH_92248	ncbi-geneid:11512422	ncbi-proteinid:XP_003662369	up:G2Q8X9	hypothetical protein
mtm:MYCTH_92255	ncbi-geneid:11512413	ncbi-proteinid:XP_003662360	up:G2Q8R6	hypothetical protein
mtm:MYCTH_92310	ncbi-geneid:11512352	ncbi-proteinid:XP_003662299	up:G2Q8F1	glycosyltransferase family 8 protein
mtm:MYCTH_92349	ncbi-geneid:11512313	ncbi-proteinid:XP_003662260	up:G2Q8B2	hypothetical protein
mtm:MYCTH_92395	ncbi-geneid:11512265	ncbi-proteinid:XP_003662212	up:G2Q810	hypothetical protein
mtm:MYCTH_92400	ncbi-geneid:11512260	ncbi-proteinid:XP_003662207	up:G2Q805	hypothetical protein
mtm:MYCTH_92449	ncbi-geneid:11512208	ncbi-proteinid:XP_003662155	up:G2Q7Q1	C2H2 transcription factor
mtm:MYCTH_92469	ncbi-geneid:11512187	ncbi-proteinid:XP_003662134	up:G2Q7H6	hypothetical protein
mtm:MYCTH_92508	ncbi-geneid:11510893	ncbi-proteinid:XP_003662088	up:G2QBA4	hypothetical protein
mtm:MYCTH_92668	ncbi-geneid:11510715	ncbi-proteinid:XP_003661910	up:G2QAB5	glycoside hydrolase family 61 protein
mtm:MYCTH_92683	ncbi-geneid:11510700	ncbi-proteinid:XP_003661895	up:G2QAA0	hypothetical protein
mtm:MYCTH_92694	ncbi-geneid:11510690	ncbi-proteinid:XP_003661885	up:G2QA90	hypothetical protein
mtm:MYCTH_92700	ncbi-geneid:11510684	ncbi-proteinid:XP_003661879	up:G2QA30	hypothetical protein
mtm:MYCTH_92725	ncbi-geneid:11510657	ncbi-proteinid:XP_003661852	up:G2QA03	hypothetical protein
mtm:MYCTH_92805	ncbi-geneid:11510566	ncbi-proteinid:XP_003661761	up:G2Q9Q7	hypothetical protein
mtm:MYCTH_92812	ncbi-geneid:11510558	ncbi-proteinid:XP_003661753	up:G2Q9P9	hypothetical protein
mtm:MYCTH_92876	ncbi-geneid:11510485	ncbi-proteinid:XP_003661680	up:G2Q9H6	hypothetical protein
mtm:MYCTH_92919	ncbi-geneid:11510438	ncbi-proteinid:XP_003661633	up:G2Q9C9	hypothetical protein
mtm:MYCTH_93007	ncbi-geneid:11510332	ncbi-proteinid:XP_003661527	up:G2Q8T7	hypothetical protein
mtm:MYCTH_93131	ncbi-geneid:11512053	ncbi-proteinid:XP_003661374	up:G2Q7X2	hypothetical protein
mtm:MYCTH_93263	ncbi-geneid:11511901	ncbi-proteinid:XP_003661222	up:G2QB39	hypothetical protein
mtm:MYCTH_93272	ncbi-geneid:11511887	ncbi-proteinid:XP_003661208	up:G2QB25	hypothetical protein
mtm:MYCTH_93313	ncbi-geneid:11511842	ncbi-proteinid:XP_003661163	up:G2QAS6	hypothetical protein
mtm:MYCTH_93330	ncbi-geneid:11511820	ncbi-proteinid:XP_003661141	up:G2QAQ4	hypothetical protein
mtm:MYCTH_93342	ncbi-geneid:11511806	ncbi-proteinid:XP_003661127	up:G2QAI6	hypothetical protein
mtm:MYCTH_93495	ncbi-geneid:11509698	ncbi-proteinid:XP_003663586	up:G2QDN0	hypothetical protein
mtm:MYCTH_93534	ncbi-geneid:11509566	ncbi-proteinid:XP_003663532	up:G2QDC2	hypothetical protein
mtm:MYCTH_93554	ncbi-geneid:11509545	ncbi-proteinid:XP_003663511	up:G2QD48	hypothetical protein
mtm:MYCTH_93575	ncbi-geneid:11509446	ncbi-proteinid:XP_003663490	up:G2QD27	hypothetical protein
mtm:MYCTH_93585	ncbi-geneid:11509435	ncbi-proteinid:XP_003663479	up:G2QD16	hypothetical protein
mtm:MYCTH_93589	ncbi-geneid:11509431	ncbi-proteinid:XP_003663475	up:G2QD12	hypothetical protein
mtm:MYCTH_93590	ncbi-geneid:11509430	ncbi-proteinid:XP_003663474	up:G2QD11	hypothetical protein
mtm:MYCTH_93602	ncbi-geneid:11509414	ncbi-proteinid:XP_003663458	up:G2QCU2	hypothetical protein
mtm:MYCTH_93648	ncbi-geneid:11509281	ncbi-proteinid:XP_003663403	up:G2QCI2	hypothetical protein
mtm:MYCTH_93700	ncbi-geneid:11509225	ncbi-proteinid:XP_003663347	up:G2QC73	hypothetical protein
mtm:MYCTH_93897	ncbi-geneid:11507760	ncbi-proteinid:XP_003663134	up:G2QBE6	hypothetical protein
mtm:MYCTH_93913	ncbi-geneid:11507744	ncbi-proteinid:XP_003663118	up:G2QBD0	hypothetical protein
mtm:MYCTH_94018	ncbi-geneid:11507626	ncbi-proteinid:XP_003663000	up:G2QEH2	hypothetical protein
mtm:MYCTH_94025	ncbi-geneid:11507619	ncbi-proteinid:XP_003662993	up:G2QEG5	hypothetical protein
mtm:MYCTH_94026	ncbi-geneid:11507618	ncbi-proteinid:XP_003662992	up:G2QEG4	hypothetical protein
mtm:MYCTH_94171	ncbi-geneid:11509854	ncbi-proteinid:XP_003662825	up:G2QDX1	hypothetical protein
mtm:MYCTH_94266	ncbi-geneid:11507347	ncbi-proteinid:XP_003662721	up:G2QDB0	hypothetical protein
mtm:MYCTH_94336	ncbi-geneid:11512722	ncbi-proteinid:XP_003662646	up:G2QCY1	glycoside hydrolase family 5 protein
mtm:MYCTH_94453	ncbi-geneid:11512597	ncbi-proteinid:XP_003662521	up:G2QCA1	hypothetical protein
mtm:MYCTH_94462	ncbi-geneid:11512588	ncbi-proteinid:XP_003662512	up:G2QC92	hypothetical protein
mtm:MYCTH_94476	ncbi-geneid:11512557	ncbi-proteinid:XP_003662496	up:G2QC24	hypothetical protein
mtm:MYCTH_94484	ncbi-geneid:11512546	ncbi-proteinid:XP_003662485	up:G2QC13	hypothetical protein
mtm:MYCTH_94486	ncbi-geneid:11512544	ncbi-proteinid:XP_003662483	up:G2QC11	hypothetical protein
mtm:MYCTH_94500	ncbi-geneid:11512531	ncbi-proteinid:XP_003662470	up:G2QBZ8	hypothetical protein
mtm:MYCTH_94504	ncbi-geneid:11512572	ncbi-proteinid:XP_003662465	up:G2QBZ3	survival protein sure-likephosphatase/nucleotidase-like protein
mtm:MYCTH_94523	ncbi-geneid:11506407	ncbi-proteinid:XP_003664723	up:G2QGX1	hypothetical protein
mtm:MYCTH_94532	ncbi-geneid:11506320	ncbi-proteinid:XP_003664714	up:G2QGW2	2OG-Fe(II) oxygenase-like protein
mtm:MYCTH_94536	ncbi-geneid:11506316	ncbi-proteinid:XP_003664710	up:G2QGV8	glycoside hydrolase family 18 protein
mtm:MYCTH_94555	ncbi-geneid:11506291	ncbi-proteinid:XP_003664685	up:G2QGT3	hypothetical protein
mtm:MYCTH_94567	ncbi-geneid:11506276	ncbi-proteinid:XP_003664670	up:G2QGL5	hypothetical protein
mtm:MYCTH_94652	ncbi-geneid:11506098	ncbi-proteinid:XP_003664570	up:G2QG12	non-ribosomal peptide synthetase
mtm:MYCTH_94678	ncbi-geneid:11514563	ncbi-proteinid:XP_003664542	up:G2QFY3	hypothetical protein
mtm:MYCTH_94693	ncbi-geneid:11514549	ncbi-proteinid:XP_003664528	up:G2QFW9	hypothetical protein
mtm:MYCTH_94694	ncbi-geneid:11514548	ncbi-proteinid:XP_003664527	up:G2QFW8	hypothetical protein
mtm:MYCTH_94730	ncbi-geneid:11514425	ncbi-proteinid:XP_003664482	up:G2QFM0	hypothetical protein
mtm:MYCTH_94734	ncbi-geneid:11514421	ncbi-proteinid:XP_003664478	up:G2QFL6	hypothetical protein
mtm:MYCTH_94772	ncbi-geneid:11514373	ncbi-proteinid:XP_003664430	up:G2QFF6	hypothetical protein
mtm:MYCTH_94780	ncbi-geneid:11514365	ncbi-proteinid:XP_003664422	up:G2QFE8	hypothetical protein
mtm:MYCTH_94820	ncbi-geneid:11514244	ncbi-proteinid:XP_003664379	up:G2QFA5	hypothetical protein
mtm:MYCTH_94826	ncbi-geneid:11514237	ncbi-proteinid:XP_003664372	up:G2QF98	hypothetical protein
mtm:MYCTH_94937	ncbi-geneid:11513953	ncbi-proteinid:XP_003664244	up:G2QEX0	hypothetical protein
mtm:MYCTH_94982	ncbi-geneid:11513904	ncbi-proteinid:XP_003664195	up:G2QHU0	hypothetical protein
mtm:MYCTH_94999	ncbi-geneid:11513885	ncbi-proteinid:XP_003664176	up:G2QHS1	hypothetical protein
mtm:MYCTH_95095	ncbi-geneid:11513622	ncbi-proteinid:XP_003664069	up:G2QHG4	glycoside hydrolase family 7 protein
mtm:MYCTH_95125	ncbi-geneid:11513584	ncbi-proteinid:XP_003664031	up:G2QHC6	hypothetical protein
mtm:MYCTH_95158	ncbi-geneid:11513471	ncbi-proteinid:XP_003663996	up:G2QH91	dehydrogenase-like protein
mtm:MYCTH_95166	ncbi-geneid:11513462	ncbi-proteinid:XP_003663987	up:G2QH82	hypothetical protein
mtm:MYCTH_95222	ncbi-geneid:11510278	ncbi-proteinid:XP_003663928	up:G2QH23	hypothetical protein
mtm:MYCTH_95223	ncbi-geneid:11510277	ncbi-proteinid:XP_003663927	up:G2QH22	hypothetical protein
mtm:MYCTH_95224	ncbi-geneid:11510276	ncbi-proteinid:XP_003663926	up:G2QH21	hypothetical protein
mtm:MYCTH_95226	ncbi-geneid:11510274	ncbi-proteinid:XP_003663924	up:G2QH19	glycoside hydrolase family 18 protein
mtm:MYCTH_95232	ncbi-geneid:11510267	ncbi-proteinid:XP_003663917	up:G2QH12	hypothetical protein
mtm:MYCTH_95235	ncbi-geneid:11510264	ncbi-proteinid:XP_003663914	up:G2QH09	hypothetical protein
