gene	ncbi_gene_id	ncbi_protein_id	uniprot_id	description
mtm:MYCTH_2298705	ncbi-geneid:11505972	ncbi-proteinid:XP_003660409	up:G2Q2Z7	hypothetical protein
mtm:MYCTH_2298709	ncbi-geneid:11506053	ncbi-proteinid:XP_003660412	up:G2Q300	hypothetical protein
mtm:MYCTH_2298711	ncbi-geneid:11509041	ncbi-proteinid:XP_003660413	up:G2Q301	hypothetical protein
mtm:MYCTH_2298714	ncbi-geneid:11506090	ncbi-proteinid:XP_003660414	up:G2Q302	hypothetical protein
mtm:MYCTH_2298716	ncbi-geneid:11508163	ncbi-proteinid:XP_003660416	up:G2Q304	hypothetical protein
mtm:MYCTH_2298717	ncbi-geneid:11513253	ncbi-proteinid:XP_003660418	up:G2Q306	hypothetical protein
mtm:MYCTH_2298723	ncbi-geneid:11505474	ncbi-proteinid:XP_003660419	up:G2Q307	glycosyltransferase family 62 protein
mtm:MYCTH_2298729	ncbi-geneid:11506017	ncbi-proteinid:XP_003660423	up:G2Q311	hypothetical protein
mtm:MYCTH_2298731	ncbi-geneid:11508434	ncbi-proteinid:XP_003660424	up:G2Q312	hypothetical protein
mtm:MYCTH_2298732	ncbi-geneid:11508551	ncbi-proteinid:XP_003660425	up:G2Q313	hypothetical protein
mtm:MYCTH_2298733	ncbi-geneid:11508516	ncbi-proteinid:XP_003660426	up:G2Q314	hypothetical protein
mtm:MYCTH_2298734	ncbi-geneid:11508561	ncbi-proteinid:XP_003660427	up:G2Q315	hypothetical protein
mtm:MYCTH_2298741	ncbi-geneid:11508829	ncbi-proteinid:XP_003660429	up:G2Q317	hypothetical protein
mtm:MYCTH_2298743	ncbi-geneid:11509153	ncbi-proteinid:XP_003660430	up:G2Q318	hypothetical protein
mtm:MYCTH_2298745	ncbi-geneid:11513199	ncbi-proteinid:XP_003660431	up:G2Q319	hypothetical protein
mtm:MYCTH_2298749	ncbi-geneid:11508134	ncbi-proteinid:XP_003660432	up:G2Q320	hypothetical protein
mtm:MYCTH_2298750	ncbi-geneid:11513301	ncbi-proteinid:XP_003660433	up:G2Q3C8	hypothetical protein
mtm:MYCTH_2298752	ncbi-geneid:11508537	ncbi-proteinid:XP_003660435	up:G2Q3D0	hypothetical protein
mtm:MYCTH_2298766	ncbi-geneid:11505511	ncbi-proteinid:XP_003660439	up:G2Q3D4	hypothetical protein
mtm:MYCTH_2298770	ncbi-geneid:11508023	ncbi-proteinid:XP_003660440	up:G2Q3D5	hypothetical protein
mtm:MYCTH_2298773	ncbi-geneid:11505889	ncbi-proteinid:XP_003660442	up:G2Q3D7	hypothetical protein
mtm:MYCTH_2298783	ncbi-geneid:11505929	ncbi-proteinid:XP_003660443	up:G2Q3D8	hypothetical protein
mtm:MYCTH_2298784	ncbi-geneid:11505891	ncbi-proteinid:XP_003660444	up:G2Q3D9	hypothetical protein
mtm:MYCTH_2298789	ncbi-geneid:11508345	ncbi-proteinid:XP_003660445	up:G2Q3E0	hypothetical protein
mtm:MYCTH_2298795	ncbi-geneid:11505897	ncbi-proteinid:XP_003660447	up:G2Q3E2	hypothetical protein
mtm:MYCTH_2298796	ncbi-geneid:11513360	ncbi-proteinid:XP_003660448	up:G2Q3E3	hypothetical protein
mtm:MYCTH_2298798	ncbi-geneid:11508694	ncbi-proteinid:XP_003660449	up:G2Q3E4	hypothetical protein
mtm:MYCTH_2298799	ncbi-geneid:11512928	ncbi-proteinid:XP_003660450	up:G2Q3E5	hypothetical protein
mtm:MYCTH_2298800	ncbi-geneid:11508747	ncbi-proteinid:XP_003660451	up:G2Q3E6	hypothetical protein
mtm:MYCTH_2298801	ncbi-geneid:11505921	ncbi-proteinid:XP_003660452	up:G2Q3E7	hypothetical protein
mtm:MYCTH_2298808	ncbi-geneid:11508909	ncbi-proteinid:XP_003660454	up:G2Q3E9	hypothetical protein
mtm:MYCTH_2298809	ncbi-geneid:11505739	ncbi-proteinid:XP_003660455	up:G2Q3F0	hypothetical protein
mtm:MYCTH_2298813	ncbi-geneid:11508270	ncbi-proteinid:XP_003660456	up:G2Q3F1	hypothetical protein
mtm:MYCTH_2298820	ncbi-geneid:11508266	ncbi-proteinid:XP_003660459	up:G2Q3F4	hypothetical protein
mtm:MYCTH_2298824	ncbi-geneid:11505904	ncbi-proteinid:XP_003660460	up:G2Q3F5	hypothetical protein
mtm:MYCTH_2298825	ncbi-geneid:11511671	ncbi-proteinid:XP_003660461	up:G2Q3F6	hypothetical protein
mtm:MYCTH_2298826	ncbi-geneid:11511697	ncbi-proteinid:XP_003660462	up:G2Q3F7	hypothetical protein
mtm:MYCTH_2298833	ncbi-geneid:11505829	ncbi-proteinid:XP_003660464	up:G2Q3F9	hypothetical protein
mtm:MYCTH_2298840	ncbi-geneid:11508886	ncbi-proteinid:XP_003660466	up:G2Q3G1	hypothetical protein
mtm:MYCTH_2298841	ncbi-geneid:11511595	ncbi-proteinid:XP_003660467	up:G2Q3G2	hypothetical protein
mtm:MYCTH_2298844	ncbi-geneid:11508397	ncbi-proteinid:XP_003660468	up:G2Q3G3	hypothetical protein
mtm:MYCTH_2298848	ncbi-geneid:11513244	ncbi-proteinid:XP_003660470	up:G2Q3G5	hypothetical protein
mtm:MYCTH_2298852	ncbi-geneid:11513241	ncbi-proteinid:XP_003660472	up:G2Q3G7	hypothetical protein
mtm:MYCTH_2298860	ncbi-geneid:11509079	ncbi-proteinid:XP_003660474	up:G2Q3G9	hypothetical protein
mtm:MYCTH_2298863	ncbi-geneid:11508800	ncbi-proteinid:XP_003660475	up:G2Q3H0	hypothetical protein
mtm:MYCTH_2298867	ncbi-geneid:11512808	ncbi-proteinid:XP_003660476	up:G2Q3H1	hypothetical protein
mtm:MYCTH_2298870	ncbi-geneid:11508967	ncbi-proteinid:XP_003660477	up:G2Q3H2	hypothetical protein
mtm:MYCTH_2298873	ncbi-geneid:11511658	ncbi-proteinid:XP_003660478	up:G2Q3H3	hypothetical protein
mtm:MYCTH_2298874	ncbi-geneid:11508306	ncbi-proteinid:XP_003660479	up:G2Q3H4	hypothetical protein
mtm:MYCTH_2298875	ncbi-geneid:11505846	ncbi-proteinid:XP_003660480	up:G2Q3H5	hypothetical protein
mtm:MYCTH_2298876	ncbi-geneid:11508297	ncbi-proteinid:XP_003660481	up:G2Q3H6	hypothetical protein
mtm:MYCTH_2298881	ncbi-geneid:11508291	ncbi-proteinid:XP_003660486	up:G2Q3I1	hypothetical protein
mtm:MYCTH_2298883	ncbi-geneid:11513150	ncbi-proteinid:XP_003660487	up:G2Q3T9	hypothetical protein
mtm:MYCTH_2298890	ncbi-geneid:11508311	ncbi-proteinid:XP_003660493	up:G2Q3U5	hypothetical protein
mtm:MYCTH_2298893	ncbi-geneid:11511649	ncbi-proteinid:XP_003660494	up:G2Q3U6	hypothetical protein
mtm:MYCTH_2298894	ncbi-geneid:11508232	ncbi-proteinid:XP_003660495	up:G2Q3U7	hypothetical protein
mtm:MYCTH_2298895	ncbi-geneid:11508245	ncbi-proteinid:XP_003660496	up:G2Q3U8	hypothetical protein
mtm:MYCTH_2298906	ncbi-geneid:11508866	ncbi-proteinid:XP_003660500	up:G2Q3V2	hypothetical protein
mtm:MYCTH_2298909	ncbi-geneid:11508897	ncbi-proteinid:XP_003660501	up:G2Q3V3	hypothetical protein
mtm:MYCTH_2298914	ncbi-geneid:11505578	ncbi-proteinid:XP_003660504	up:G2Q3V6	hypothetical protein
mtm:MYCTH_2298916	ncbi-geneid:11505909	ncbi-proteinid:XP_003660505	up:G2Q3V7	hypothetical protein
mtm:MYCTH_2298918	ncbi-geneid:11508448	ncbi-proteinid:XP_003660506	up:G2Q3V8	hypothetical protein
mtm:MYCTH_2298920	ncbi-geneid:11508197	ncbi-proteinid:XP_003660508	up:G2Q3W0	hypothetical protein
mtm:MYCTH_2298921	ncbi-geneid:11508290	ncbi-proteinid:XP_003660509	up:G2Q3W1	hypothetical protein
mtm:MYCTH_2298922	ncbi-geneid:11505875	ncbi-proteinid:XP_003660510	up:G2Q3W2	hypothetical protein
mtm:MYCTH_2298926	ncbi-geneid:11508328	ncbi-proteinid:XP_003660513	up:G2Q3W5	hypothetical protein
mtm:MYCTH_2298927	ncbi-geneid:11508353	ncbi-proteinid:XP_003660515	up:G2Q3W7	hypothetical protein
mtm:MYCTH_2298928	ncbi-geneid:11508436	ncbi-proteinid:XP_003660516	up:G2Q3W8	hypothetical protein
mtm:MYCTH_2298929	ncbi-geneid:11508791	ncbi-proteinid:XP_003660517	up:G2Q3W9	hypothetical protein
mtm:MYCTH_2298931	ncbi-geneid:11512870	ncbi-proteinid:XP_003660519	up:G2Q3X1	hypothetical protein
mtm:MYCTH_2298934	ncbi-geneid:11512874	ncbi-proteinid:XP_003660520	up:G2Q3X2	hypothetical protein
mtm:MYCTH_2298937	ncbi-geneid:11512879	ncbi-proteinid:XP_003660521	up:G2Q3X3	hypothetical protein
mtm:MYCTH_2298940	ncbi-geneid:11512882	ncbi-proteinid:XP_003660523	up:G2Q3X5	hypothetical protein
mtm:MYCTH_2298945	ncbi-geneid:11512888	ncbi-proteinid:XP_003660525	up:G2Q3X7	hypothetical protein
mtm:MYCTH_2298951	ncbi-geneid:11512893	ncbi-proteinid:XP_003660527	up:G2Q3X9	hypothetical protein
mtm:MYCTH_2298952	ncbi-geneid:11512899	ncbi-proteinid:XP_003660529	up:G2Q3Y1	hypothetical protein
mtm:MYCTH_2298956	ncbi-geneid:11512905	ncbi-proteinid:XP_003660531	up:G2Q3Y3	hypothetical protein
mtm:MYCTH_2298958	ncbi-geneid:11512909	ncbi-proteinid:XP_003660533	up:G2Q3Y5	hypothetical protein
mtm:MYCTH_2298968	ncbi-geneid:11513219	ncbi-proteinid:XP_003660536	up:G2Q3Y8	hypothetical protein
mtm:MYCTH_2298970	ncbi-geneid:11512860	ncbi-proteinid:XP_003660537	up:G2Q3Y9	hypothetical protein
mtm:MYCTH_2298973	ncbi-geneid:11513236	ncbi-proteinid:XP_003660538	up:G2Q3Z0	hypothetical protein
mtm:MYCTH_2298981	ncbi-geneid:11505586	ncbi-proteinid:XP_003660542	up:G2Q4A2	hypothetical protein
mtm:MYCTH_2298982	ncbi-geneid:11505590	ncbi-proteinid:XP_003660543	up:G2Q4A3	hypothetical protein
mtm:MYCTH_2298984	ncbi-geneid:11505786	ncbi-proteinid:XP_003660544	up:G2Q4A4	hypothetical protein
mtm:MYCTH_2298987	ncbi-geneid:11505903	ncbi-proteinid:XP_003660545	up:G2Q4A5	hypothetical protein
mtm:MYCTH_2298988	ncbi-geneid:11505811	ncbi-proteinid:XP_003660546	up:G2Q4A6	hypothetical protein
mtm:MYCTH_2298990	ncbi-geneid:11505813	ncbi-proteinid:XP_003660547	up:G2Q4A7	hypothetical protein
mtm:MYCTH_2298994	ncbi-geneid:11505835	ncbi-proteinid:XP_003660549	up:G2Q4A9	hypothetical protein
mtm:MYCTH_2298996	ncbi-geneid:11505850	ncbi-proteinid:XP_003660550	up:G2Q4B0	hypothetical protein
mtm:MYCTH_2298998	ncbi-geneid:11505855	ncbi-proteinid:XP_003660551	up:G2Q4B1	hypothetical protein
mtm:MYCTH_2299001	ncbi-geneid:11505884	ncbi-proteinid:XP_003660553	up:G2Q4B3	hypothetical protein
mtm:MYCTH_2299002	ncbi-geneid:11505892	ncbi-proteinid:XP_003660554	up:G2Q4B4	hypothetical protein
mtm:MYCTH_2299007	ncbi-geneid:11505907	ncbi-proteinid:XP_003660556	up:G2Q4B6	hypothetical protein
mtm:MYCTH_2299008	ncbi-geneid:11505912	ncbi-proteinid:XP_003660557	up:G2Q4B7	hypothetical protein
mtm:MYCTH_2299010	ncbi-geneid:11505917	ncbi-proteinid:XP_003660558	up:G2Q4B8	hypothetical protein
mtm:MYCTH_2299012	ncbi-geneid:11505923	ncbi-proteinid:XP_003660559	up:G2Q4B9	hypothetical protein
mtm:MYCTH_2299014	ncbi-geneid:11505927	ncbi-proteinid:XP_003660560	up:G2Q4C0	hypothetical protein
mtm:MYCTH_2299018	ncbi-geneid:11505928	ncbi-proteinid:XP_003660561	up:G2Q4C1	hypothetical protein
mtm:MYCTH_2299021	ncbi-geneid:11505938	ncbi-proteinid:XP_003660562	up:G2Q4C2	hypothetical protein
mtm:MYCTH_2299023	ncbi-geneid:11505965	ncbi-proteinid:XP_003660564	up:G2Q4C4	hypothetical protein
mtm:MYCTH_2299025	ncbi-geneid:11511667	ncbi-proteinid:XP_003660565	up:G2Q4C5	hypothetical protein
mtm:MYCTH_2299026	ncbi-geneid:11508204	ncbi-proteinid:XP_003660566	up:G2Q4C6	hypothetical protein
mtm:MYCTH_2299031	ncbi-geneid:11508210	ncbi-proteinid:XP_003660568	up:G2Q4C8	hypothetical protein
mtm:MYCTH_2299032	ncbi-geneid:11508212	ncbi-proteinid:XP_003660570	up:G2Q4D0	hypothetical protein
mtm:MYCTH_2299034	ncbi-geneid:11508215	ncbi-proteinid:XP_003660571	up:G2Q4D1	hypothetical protein
mtm:MYCTH_2299035	ncbi-geneid:11508216	ncbi-proteinid:XP_003660572	up:G2Q4D2	hypothetical protein
mtm:MYCTH_2299037	ncbi-geneid:11508217	ncbi-proteinid:XP_003660573	up:G2Q4D3	hypothetical protein
mtm:MYCTH_2299039	ncbi-geneid:11508218	ncbi-proteinid:XP_003660574	up:G2Q4D4	hypothetical protein
mtm:MYCTH_2299040	ncbi-geneid:11508220	ncbi-proteinid:XP_003660575	up:G2Q4D5	hypothetical protein
mtm:MYCTH_2299041	ncbi-geneid:11508227	ncbi-proteinid:XP_003660576	up:G2Q4D6	hypothetical protein
mtm:MYCTH_2299042	ncbi-geneid:11508228	ncbi-proteinid:XP_003660577	up:G2Q4D7	hypothetical protein
mtm:MYCTH_2299043	ncbi-geneid:11508233	ncbi-proteinid:XP_003660579	up:G2Q4D9	hypothetical protein
mtm:MYCTH_2299056	ncbi-geneid:11508246	ncbi-proteinid:XP_003660583	up:G2Q4E3	hypothetical protein
mtm:MYCTH_2299061	ncbi-geneid:11508249	ncbi-proteinid:XP_003660584	up:G2Q4E4	hypothetical protein
mtm:MYCTH_2299064	ncbi-geneid:11508251	ncbi-proteinid:XP_003660585	up:G2Q4E5	ARP5-like protein
mtm:MYCTH_2299066	ncbi-geneid:11508256	ncbi-proteinid:XP_003660586	up:G2Q4E6	hypothetical protein
mtm:MYCTH_2299067	ncbi-geneid:11508257	ncbi-proteinid:XP_003660587	up:G2Q4E7	hypothetical protein
mtm:MYCTH_2299068	ncbi-geneid:11508267	ncbi-proteinid:XP_003660588	up:G2Q4E8	hypothetical protein
mtm:MYCTH_2299070	ncbi-geneid:11508268	ncbi-proteinid:XP_003660589	up:G2Q4E9	hypothetical protein
mtm:MYCTH_2299077	ncbi-geneid:11508359	ncbi-proteinid:XP_003660594	up:G2Q4R0	hypothetical protein
mtm:MYCTH_2299079	ncbi-geneid:11508363	ncbi-proteinid:XP_003660595	up:G2Q4R1	hypothetical protein
mtm:MYCTH_2299081	ncbi-geneid:11508365	ncbi-proteinid:XP_003660596	up:G2Q4R2	hypothetical protein
mtm:MYCTH_2299084	ncbi-geneid:11508379	ncbi-proteinid:XP_003660597	up:G2Q4R3	glycosyltransferase family 2 protein
mtm:MYCTH_2299088	ncbi-geneid:11508382	ncbi-proteinid:XP_003660598	up:G2Q4R4	squalene epoxidase
mtm:MYCTH_2299089	ncbi-geneid:11512857	ncbi-proteinid:XP_003660599	up:G2Q4R5	hypothetical protein
mtm:MYCTH_2299092	ncbi-geneid:11508855	ncbi-proteinid:XP_003660601	up:G2Q4R7	hypothetical protein
mtm:MYCTH_2299099	ncbi-geneid:11508857	ncbi-proteinid:XP_003660602	up:G2Q4R8	hypothetical protein
mtm:MYCTH_2299100	ncbi-geneid:11508858	ncbi-proteinid:XP_003660603	up:G2Q4R9	hypothetical protein
mtm:MYCTH_2299107	ncbi-geneid:11508865	ncbi-proteinid:XP_003660606	up:G2Q4S2	hypothetical protein
mtm:MYCTH_2299109	ncbi-geneid:11508867	ncbi-proteinid:XP_003660607	up:G2Q4S3	hypothetical protein
mtm:MYCTH_2299110	ncbi-geneid:11508870	ncbi-proteinid:XP_003660608	up:G2Q4S4	hypothetical protein
mtm:MYCTH_2299111	ncbi-geneid:11508873	ncbi-proteinid:XP_003660609	up:G2Q4S5	hypothetical protein
mtm:MYCTH_2299115	ncbi-geneid:11508883	ncbi-proteinid:XP_003660611	up:G2Q4S7	hypothetical protein
mtm:MYCTH_2299123	ncbi-geneid:11508888	ncbi-proteinid:XP_003660614	up:G2Q4T0	hypothetical protein
mtm:MYCTH_2299125	ncbi-geneid:11508889	ncbi-proteinid:XP_003660616	up:G2Q4T2	hypothetical protein
mtm:MYCTH_2299128	ncbi-geneid:11508893	ncbi-proteinid:XP_003660617	up:G2Q4T3	hypothetical protein
mtm:MYCTH_2299129	ncbi-geneid:11508868	ncbi-proteinid:XP_003660618	up:G2Q4T4	hypothetical protein
mtm:MYCTH_2299133	ncbi-geneid:11508901	ncbi-proteinid:XP_003660619	up:G2Q4T5	hypothetical protein
mtm:MYCTH_2299134	ncbi-geneid:11508903	ncbi-proteinid:XP_003660620	up:G2Q4T6	hypothetical protein
mtm:MYCTH_2299136	ncbi-geneid:11508900	ncbi-proteinid:XP_003660621	up:G2Q4T7	hypothetical protein
mtm:MYCTH_2299137	ncbi-geneid:11508986	ncbi-proteinid:XP_003660622	up:G2Q4T8	hypothetical protein
mtm:MYCTH_2299139	ncbi-geneid:11508988	ncbi-proteinid:XP_003660623	up:G2Q4T9	hypothetical protein
mtm:MYCTH_2299142	ncbi-geneid:11508989	ncbi-proteinid:XP_003660624	up:G2Q4U0	hypothetical protein
mtm:MYCTH_2299145	ncbi-geneid:11508993	ncbi-proteinid:XP_003660626	up:G2Q4U2	hypothetical protein
mtm:MYCTH_2299147	ncbi-geneid:11509002	ncbi-proteinid:XP_003660627	up:G2Q4U3	hypothetical protein
mtm:MYCTH_2299149	ncbi-geneid:11509003	ncbi-proteinid:XP_003660628	up:G2Q4U4	hypothetical protein
mtm:MYCTH_2299151	ncbi-geneid:11509005	ncbi-proteinid:XP_003660630	up:G2Q4U6	hypothetical protein
mtm:MYCTH_2299152	ncbi-geneid:11509008	ncbi-proteinid:XP_003660631	up:G2Q4U7	hypothetical protein
mtm:MYCTH_2299155	ncbi-geneid:11505809	ncbi-proteinid:XP_003660632	up:G2Q4U8	hypothetical protein
mtm:MYCTH_2299157	ncbi-geneid:11511618	ncbi-proteinid:XP_003660634	up:G2Q4V0	hypothetical protein
mtm:MYCTH_2299158	ncbi-geneid:11505537	ncbi-proteinid:XP_003660637	up:G2Q4V3	hypothetical protein
mtm:MYCTH_2299167	ncbi-geneid:11505848	ncbi-proteinid:XP_003660639	up:G2Q4V5	hypothetical protein
mtm:MYCTH_2299172	ncbi-geneid:11505798	ncbi-proteinid:XP_003660641	up:G2Q4V7	hypothetical protein
mtm:MYCTH_2299174	ncbi-geneid:11505682	ncbi-proteinid:XP_003660642	up:G2Q4V8	hypothetical protein
mtm:MYCTH_2299175	ncbi-geneid:11508378	ncbi-proteinid:XP_003660643	up:G2Q4V9	hypothetical protein
mtm:MYCTH_2299177	ncbi-geneid:11508174	ncbi-proteinid:XP_003660644	up:G2Q4W0	hypothetical protein
mtm:MYCTH_2299178	ncbi-geneid:11508899	ncbi-proteinid:XP_003660645	up:G2Q4W1	hypothetical protein
mtm:MYCTH_2299180	ncbi-geneid:11508819	ncbi-proteinid:XP_003660647	up:G2Q562	glycoside hydrolase family 43 protein
mtm:MYCTH_2299181	ncbi-geneid:11505427	ncbi-proteinid:XP_003660648	up:G2Q563	hypothetical protein
mtm:MYCTH_2299183	ncbi-geneid:11508801	ncbi-proteinid:XP_003660649	up:G2Q564	hypothetical protein
mtm:MYCTH_2299189	ncbi-geneid:11505558	ncbi-proteinid:XP_003660650	up:G2Q565	hypothetical protein
mtm:MYCTH_2299193	ncbi-geneid:11513033	ncbi-proteinid:XP_003660651	up:G2Q566	hypothetical protein
mtm:MYCTH_2299195	ncbi-geneid:11508395	ncbi-proteinid:XP_003660652	up:G2Q567	hypothetical protein
mtm:MYCTH_2299199	ncbi-geneid:11509136	ncbi-proteinid:XP_003660654	up:G2Q569	hypothetical protein
mtm:MYCTH_2299204	ncbi-geneid:11508112	ncbi-proteinid:XP_003660656	up:G2Q571	hypothetical protein
mtm:MYCTH_2299207	ncbi-geneid:11508675	ncbi-proteinid:XP_003660657	up:G2Q572	hypothetical protein
mtm:MYCTH_2299213	ncbi-geneid:11505397	ncbi-proteinid:XP_003660659	up:G2Q574	hypothetical protein
mtm:MYCTH_2299217	ncbi-geneid:11508030	ncbi-proteinid:XP_003660660	up:G2Q575	hypothetical protein
mtm:MYCTH_2299218	ncbi-geneid:11508493	ncbi-proteinid:XP_003660661	up:G2Q576	hypothetical protein
mtm:MYCTH_2299220	ncbi-geneid:11512914	ncbi-proteinid:XP_003660662	up:G2Q577	hypothetical protein
mtm:MYCTH_2299223	ncbi-geneid:11505617	ncbi-proteinid:XP_003660663	up:G2Q578	hypothetical protein
mtm:MYCTH_2299238	ncbi-geneid:11508838	ncbi-proteinid:XP_003660668	up:G2Q583	hypothetical protein
mtm:MYCTH_2299252	ncbi-geneid:11505383	ncbi-proteinid:XP_003660672	up:G2Q587	hypothetical protein
mtm:MYCTH_2299254	ncbi-geneid:11511663	ncbi-proteinid:XP_003660673	up:G2Q588	hypothetical protein
mtm:MYCTH_2299259	ncbi-geneid:11511656	ncbi-proteinid:XP_003660675	up:G2Q590	hypothetical protein
mtm:MYCTH_2299262	ncbi-geneid:11511645	ncbi-proteinid:XP_003660676	up:G2Q591	hypothetical protein
mtm:MYCTH_2299267	ncbi-geneid:11508919	ncbi-proteinid:XP_003660677	up:G2Q592	glycosyltransferase family 2 protein
mtm:MYCTH_2299268	ncbi-geneid:11513189	ncbi-proteinid:XP_003660678	up:G2Q593	hypothetical protein
mtm:MYCTH_2299273	ncbi-geneid:11513175	ncbi-proteinid:XP_003660679	up:G2Q594	hypothetical protein
mtm:MYCTH_2299276	ncbi-geneid:11509114	ncbi-proteinid:XP_003660680	up:G2Q595	hypothetical protein
mtm:MYCTH_2299277	ncbi-geneid:11509075	ncbi-proteinid:XP_003660681	up:G2Q596	hypothetical protein
mtm:MYCTH_2299279	ncbi-geneid:11512835	ncbi-proteinid:XP_003660682	up:G2Q597	hypothetical protein
mtm:MYCTH_2299284	ncbi-geneid:11505435	ncbi-proteinid:XP_003660685	up:G2Q5A0	hypothetical protein
mtm:MYCTH_2299286	ncbi-geneid:11512980	ncbi-proteinid:XP_003660686	up:G2Q5A1	hypothetical protein
mtm:MYCTH_2299288	ncbi-geneid:11505674	ncbi-proteinid:XP_003660687	up:G2Q5A2	hypothetical protein
mtm:MYCTH_2299291	ncbi-geneid:11506025	ncbi-proteinid:XP_003660690	up:G2Q5A5	hypothetical protein
mtm:MYCTH_2299295	ncbi-geneid:11507995	ncbi-proteinid:XP_003660691	up:G2Q5A6	hypothetical protein
mtm:MYCTH_2299297	ncbi-geneid:11508911	ncbi-proteinid:XP_003660692	up:G2Q5A7	hypothetical protein
mtm:MYCTH_2299299	ncbi-geneid:11512831	ncbi-proteinid:XP_003660693	up:G2Q5A8	hypothetical protein
mtm:MYCTH_2299301	ncbi-geneid:11511585	ncbi-proteinid:XP_003660694	up:G2Q5A9	hypothetical protein
mtm:MYCTH_2299302	ncbi-geneid:11513078	ncbi-proteinid:XP_003660695	up:G2Q5B0	hypothetical protein
mtm:MYCTH_2299306	ncbi-geneid:11505978	ncbi-proteinid:XP_003660697	up:G2Q5B2	hypothetical protein
mtm:MYCTH_2299308	ncbi-geneid:11505661	ncbi-proteinid:XP_003660698	up:G2Q5B3	hypothetical protein
mtm:MYCTH_2299309	ncbi-geneid:11505979	ncbi-proteinid:XP_003660699	up:G2Q5B4	hypothetical protein
mtm:MYCTH_2299314	ncbi-geneid:11508670	ncbi-proteinid:XP_003660701	up:G2Q5M0	hypothetical protein
mtm:MYCTH_2299316	ncbi-geneid:11508572	ncbi-proteinid:XP_003660702	up:G2Q5M1	hypothetical protein
mtm:MYCTH_2299319	ncbi-geneid:11509046	ncbi-proteinid:XP_003660704	up:G2Q5M3	hypothetical protein
mtm:MYCTH_2299321	ncbi-geneid:11505693	ncbi-proteinid:XP_003660706	up:G2Q5M5	hypothetical protein
mtm:MYCTH_2299322	ncbi-geneid:11509098	ncbi-proteinid:XP_003660708	up:G2Q5M7	hypothetical protein
mtm:MYCTH_2299329	ncbi-geneid:11508920	ncbi-proteinid:XP_003660712	up:G2Q5N1	hypothetical protein
mtm:MYCTH_2299331	ncbi-geneid:11505556	ncbi-proteinid:XP_003660713	up:G2Q5N2	hypothetical protein
mtm:MYCTH_2299335	ncbi-geneid:11513137	ncbi-proteinid:XP_003660716	up:G2Q5N5	hypothetical protein
mtm:MYCTH_2299337	ncbi-geneid:11508955	ncbi-proteinid:XP_003660718	up:G2Q5N7	hypothetical protein
mtm:MYCTH_2299338	ncbi-geneid:11508932	ncbi-proteinid:XP_003660719	up:G2Q5N8	hypothetical protein
mtm:MYCTH_2299339	ncbi-geneid:11505751	ncbi-proteinid:XP_003660720	up:G2Q5N9	hypothetical protein
mtm:MYCTH_2299343	ncbi-geneid:11505413	ncbi-proteinid:XP_003660722	up:G2Q5P1	hypothetical protein
mtm:MYCTH_2299349	ncbi-geneid:11508273	ncbi-proteinid:XP_003660725	up:G2Q5P4	hypothetical protein
mtm:MYCTH_2299350	ncbi-geneid:11511608	ncbi-proteinid:XP_003660726	up:G2Q5P5	hypothetical protein
mtm:MYCTH_2299355	ncbi-geneid:11513058	ncbi-proteinid:XP_003660728	up:G2Q5P7	hypothetical protein
mtm:MYCTH_2299360	ncbi-geneid:11505723	ncbi-proteinid:XP_003660730	up:G2Q5P9	hypothetical protein
mtm:MYCTH_2299362	ncbi-geneid:11508783	ncbi-proteinid:XP_003660731	up:G2Q5Q0	hypothetical protein
mtm:MYCTH_2299367	ncbi-geneid:11508716	ncbi-proteinid:XP_003660733	up:G2Q5Q2	hypothetical protein
mtm:MYCTH_2299369	ncbi-geneid:11508499	ncbi-proteinid:XP_003660734	up:G2Q5Q3	hypothetical protein
mtm:MYCTH_2299371	ncbi-geneid:11505619	ncbi-proteinid:XP_003660735	up:G2Q5Q4	hypothetical protein
mtm:MYCTH_2299373	ncbi-geneid:11513370	ncbi-proteinid:XP_003660736	up:G2Q5Q5	hypothetical protein
mtm:MYCTH_2299379	ncbi-geneid:11509018	ncbi-proteinid:XP_003660738	up:G2Q5Q7	hypothetical protein
mtm:MYCTH_2299383	ncbi-geneid:11508636	ncbi-proteinid:XP_003660739	up:G2Q5Q8	hypothetical protein
mtm:MYCTH_2299386	ncbi-geneid:11513312	ncbi-proteinid:XP_003660741	up:G2Q5R0	hypothetical protein
mtm:MYCTH_2299388	ncbi-geneid:11512953	ncbi-proteinid:XP_003660742	up:G2Q5R1	hypothetical protein
mtm:MYCTH_2299397	ncbi-geneid:11513319	ncbi-proteinid:XP_003660743	up:G2Q5R2	hypothetical protein
mtm:MYCTH_2299402	ncbi-geneid:11508339	ncbi-proteinid:XP_003660744	up:G2Q5R3	glycosyltransferase family 2 protein
mtm:MYCTH_2299407	ncbi-geneid:11508539	ncbi-proteinid:XP_003660746	up:G2Q5R5	hypothetical protein
mtm:MYCTH_2299412	ncbi-geneid:11508589	ncbi-proteinid:XP_003660748	up:G2Q5R7	hypothetical protein
mtm:MYCTH_2299416	ncbi-geneid:11511576	ncbi-proteinid:XP_003660751	up:G2Q5S0	hypothetical protein
mtm:MYCTH_2299427	ncbi-geneid:11508921	ncbi-proteinid:XP_003660754	up:G2Q630	hypothetical protein
