PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"23274249","Deletion and expression analysis of beta-(1,3)-glucanosyltransferase genes in Neurospora crassa","Kamei M, Yamashita K, Takahashi M, Fukumori F, Ichiishi A, Fujimura M.","Fungal Genet Biol. 2013 Mar;52:65-72. doi: 10.1016/j.fgb.2012.12.001. Epub 2012 Dec 27.","Kamei M","Fungal Genet Biol","2013","2013/01/01","","","10.1016/j.fgb.2012.12.001"
"17516063","Characterization of alcohol dehydrogenase 1 and 3 from Neurospora crassa FGSC2489","Park YC, San KY, Bennett GN.","Appl Microbiol Biotechnol. 2007 Aug;76(2):349-56. doi: 10.1007/s00253-007-0998-5. Epub 2007 May 22.","Park YC","Appl Microbiol Biotechnol","2007","2007/05/23","","","10.1007/s00253-007-0998-5"
"25182423","Fungal type III polyketide synthases","Hashimoto M, Nonaka T, Fujii I.","Nat Prod Rep. 2014 Oct;31(10):1306-17. doi: 10.1039/c4np00096j.","Hashimoto M","Nat Prod Rep","2014","2014/09/04","","","10.1039/c4np00096j"
"21840412","Expression and functional characterisation of TNC, a high-affinity nickel transporter from Neurospora crassa","Tiwari A, Korripally P, Adhikarla H, Patnala K, Pamarthi MM, Bhanoori M.","Fungal Genet Biol. 2011 Nov;48(11):1020-6. doi: 10.1016/j.fgb.2011.07.006. Epub 2011 Aug 5.","Tiwari A","Fungal Genet Biol","2011","2011/08/16","","","10.1016/j.fgb.2011.07.006"
"125263","Regulation of exocellular proteases in Neurospora crassa: metabolic requirements of the process","Drucker H.","J Bacteriol. 1975 Jun;122(3):1117-25. doi: 10.1128/jb.122.3.1117-1125.1975.","Drucker H","J Bacteriol","1975","1975/06/01","PMC246167","","10.1128/jb.122.3.1117-1125.1975"
"2521617","Deoxyglucose-resistant mutants of Neurospora crassa: isolation, mapping, and biochemical characterization","Allen KE, McNally MT, Lowendorf HS, Slayman CW, Free SJ.","J Bacteriol. 1989 Jan;171(1):53-8. doi: 10.1128/jb.171.1.53-58.1989.","Allen KE","J Bacteriol","1989","1989/01/01","PMC209552","","10.1128/jb.171.1.53-58.1989"
"21584303","A predicted protein-protein interaction network of the filamentous fungus Neurospora crassa","Wang TY, He F, Hu QW, Zhang Z.","Mol Biosyst. 2011 Jul;7(7):2278-85. doi: 10.1039/c1mb05028a. Epub 2011 May 16.","Wang TY","Mol Biosyst","2011","2011/05/18","","","10.1039/c1mb05028a"
"4263616","Adenylate cyclase activity in Neurospora crassa. II. Kinetics","Flawiá MM, Torres HN.","J Biol Chem. 1972 Nov 10;247(21):6880-3.","Flawiá MM","J Biol Chem","1972","1972/11/10","","",""
"26212074","The phenotype of a phospholipase C (plc-1) mutant in a filamentous fungus, Neurospora crassa","Lew RR, Giblon RE, Lorenti MS.","Fungal Genet Biol. 2015 Sep;82:158-67. doi: 10.1016/j.fgb.2015.07.007. Epub 2015 Jul 26.","Lew RR","Fungal Genet Biol","2015","2015/07/28","","","10.1016/j.fgb.2015.07.007"
"12949173","Calcium gradient dependence of Neurospora crassa hyphal growth","Silverman-Gavrila LB, Lew RR.","Microbiology (Reading). 2003 Sep;149(Pt 9):2475-2485. doi: 10.1099/mic.0.26302-0.","Silverman-Gavrila LB","Microbiology (Reading)","2003","2003/09/02","","","10.1099/mic.0.26302-0"
"17196855","Circadian rhythmicity during prolonged chemostat cultivation of Neurospora crassa","Tralau T, Lanthaler K, Robson GD, Crosthwaite SK.","Fungal Genet Biol. 2007 Aug;44(8):754-63. doi: 10.1016/j.fgb.2006.11.003. Epub 2006 Dec 29.","Tralau T","Fungal Genet Biol","2007","2007/01/02","","","10.1016/j.fgb.2006.11.003"
"3155701","Circadian rhythms in Neurospora crassa: interactions between clock mutations","Lakin-Thomas PL, Brody S.","Genetics. 1985 Jan;109(1):49-66. doi: 10.1093/genetics/109.1.49.","Lakin-Thomas PL","Genetics","1985","1985/01/01","PMC1202483","","10.1093/genetics/109.1.49"
"1357077","An acetate-sensitive mutant of Neurospora crassa deficient in acetyl-CoA hydrolase","Connerton IF, McCullough W, Fincham JR.","J Gen Microbiol. 1992 Sep;138(9):1797-800. doi: 10.1099/00221287-138-9-1797.","Connerton IF","J Gen Microbiol","1992","1992/09/01","","","10.1099/00221287-138-9-1797"
"36347130","Highly conserved, but highly specific: Somatic cell-cell fusion in filamentous fungi","Fleißner A, Oostlander AG, Well L.","Curr Opin Cell Biol. 2022 Dec;79:102140. doi: 10.1016/j.ceb.2022.102140. Epub 2022 Nov 5.","Fleißner A","Curr Opin Cell Biol","2022","2022/11/08","","","10.1016/j.ceb.2022.102140"
"20522492","The ham-5, rcm-1 and rco-1 genes regulate hyphal fusion in Neurospora crassa","Aldabbous MS, Roca MG, Stout A, Huang IC, Read ND, Free SJ.","Microbiology (Reading). 2010 Sep;156(Pt 9):2621-2629. doi: 10.1099/mic.0.040147-0. Epub 2010 Jun 3.","Aldabbous MS","Microbiology (Reading)","2010","2010/06/05","PMC3068686","","10.1099/mic.0.040147-0"
"17107934","The rhythms of life: circadian output pathways in Neurospora","Vitalini MW, de Paula RM, Park WD, Bell-Pedersen D.","J Biol Rhythms. 2006 Dec;21(6):432-44. doi: 10.1177/0748730406294396.","Vitalini MW","J Biol Rhythms","2006","2006/11/17","","","10.1177/0748730406294396"
"29718972","Structure of frequency-interacting RNA helicase from Neurospora crassa reveals high flexibility in a domain critical for circadian rhythm and RNA surveillance","Morales Y, Olsen KJ, Bulcher JM, Johnson SJ.","PLoS One. 2018 May 2;13(5):e0196642. doi: 10.1371/journal.pone.0196642. eCollection 2018.","Morales Y","PLoS One","2018","2018/05/03","PMC5931499","","10.1371/journal.pone.0196642"
"6461008","Circadian rhythms in Neurospora crassa: a mutation affecting temperature compensation","Mattern DL, Forman LR, Brody S.","Proc Natl Acad Sci U S A. 1982 Feb;79(3):825-9. doi: 10.1073/pnas.79.3.825.","Mattern DL","Proc Natl Acad Sci U S A","1982","1982/02/01","PMC345845","","10.1073/pnas.79.3.825"
"29297465","Telomere repeats induce domains of H3K27 methylation in Neurospora","Jamieson K, McNaught KJ, Ormsby T, Leggett NA, Honda S, Selker EU.","Elife. 2018 Jan 3;7:e31216. doi: 10.7554/eLife.31216.","Jamieson K","Elife","2018","2018/01/04","PMC5752202","","10.7554/eLife.31216"
"24570326","Calcium/calmodulin-dependent kinases are involved in growth, thermotolerance, oxidative stress survival, and fertility in Neurospora crassa","Kumar R, Tamuli R.","Arch Microbiol. 2014 Apr;196(4):295-305. doi: 10.1007/s00203-014-0966-2. Epub 2014 Feb 26.","Kumar R","Arch Microbiol","2014","2014/02/27","","","10.1007/s00203-014-0966-2"
"26956589","The Fast-Evolving phy-2 Gene Modulates Sexual Development in Response to Light in the Model Fungus Neurospora crassa","Wang Z, Li N, Li J, Dunlap JC, Trail F, Townsend JP.","mBio. 2016 Mar 8;7(2):e02148. doi: 10.1128/mBio.02148-15.","Wang Z","mBio","2016","2016/03/10","PMC4810495","","10.1128/mBio.02148-15"
"6214545","Polyamine-deficient Neurospora crassa mutants and synthesis of cadaverine","Paulus TJ, Kiyono P, Davis RH.","J Bacteriol. 1982 Oct;152(1):291-7. doi: 10.1128/jb.152.1.291-297.1982.","Paulus TJ","J Bacteriol","1982","1982/10/01","PMC221404","","10.1128/jb.152.1.291-297.1982"
"28599643","Regulation of the reserve carbohydrate metabolism by alkaline pH and calcium in Neurospora crassa reveals a possible cross-regulation of both signaling pathways","Virgilio S, Cupertino FB, Ambrosio DL, Bertolini MC.","BMC Genomics. 2017 Jun 9;18(1):457. doi: 10.1186/s12864-017-3832-1.","Virgilio S","BMC Genomics","2017","2017/06/11","PMC5466789","","10.1186/s12864-017-3832-1"
"1398049","Isolation of Neurospora crassa A mating type mutants by repeat induced point (RIP) mutation","Glass NL, Lee L.","Genetics. 1992 Sep;132(1):125-33. doi: 10.1093/genetics/132.1.125.","Glass NL","Genetics","1992","1992/09/01","PMC1205111","","10.1093/genetics/132.1.125"
"6318029","Biogenesis of cytochrome c in Neurospora crassa","Hennig B, Neupert W.","Methods Enzymol. 1983;97:261-74. doi: 10.1016/0076-6879(83)97138-0.","Hennig B","Methods Enzymol","1983","1983/01/01","","","10.1016/0076-6879(83)97138-0"
"4260513","Circular DNA from mitochondria of Neurospora crassa","Agsteribbe E, Kroon AM, van Bruggen EF.","Biochim Biophys Acta. 1972 May 10;269(2):299-303. doi: 10.1016/0005-2787(72)90439-x.","Agsteribbe E","Biochim Biophys Acta","1972","1972/05/10","","","10.1016/0005-2787(72)90439-x"
"22906237","The Saccharomyces cerevisiae BEM1 homologue in Neurospora crassa promotes co-ordinated cell behaviour resulting in cell fusion","Schürg T, Brandt U, Adis C, Fleissner A.","Mol Microbiol. 2012 Oct;86(2):349-66. doi: 10.1111/j.1365-2958.2012.08197.x. Epub 2012 Aug 27.","Schürg T","Mol Microbiol","2012","2012/08/22","","","10.1111/j.1365-2958.2012.08197.x"
"2968332","LY121019 inhibits Neurospora crassa growth and (1-3)-beta-D-glucan synthase","Taft CS, Selitrennikoff CP.","J Antibiot (Tokyo). 1988 May;41(5):697-701. doi: 10.7164/antibiotics.41.697.","Taft CS","J Antibiot (Tokyo)","1988","1988/05/01","","","10.7164/antibiotics.41.697"
"17320431","Cyclosporin A-resistance based gene placement system for Neurospora crassa","Bardiya N, Shiu PK.","Fungal Genet Biol. 2007 May;44(5):307-14. doi: 10.1016/j.fgb.2006.12.011. Epub 2007 Jan 12.","Bardiya N","Fungal Genet Biol","2007","2007/02/27","","","10.1016/j.fgb.2006.12.011"
"24870047","Experimental evolution of bet hedging under manipulated environmental uncertainty in Neurospora crassa","Graham JK, Smith ML, Simons AM.","Proc Biol Sci. 2014 Jul 22;281(1787):20140706. doi: 10.1098/rspb.2014.0706.","Graham JK","Proc Biol Sci","2014","2014/05/30","PMC4071552","","10.1098/rspb.2014.0706"
"4276299","Artificial induction of the sexual cycle of Neurospora crassa","Vigfusson NV, Cano RJ.","Nature. 1974 May 24;249(455):383-5. doi: 10.1038/249383a0.","Vigfusson NV","Nature","1974","1974/05/24","","","10.1038/249383a0"
"144720","Germination-defective mutant of Neurospora crassa that responds to siderophores","Charlang G, Williams NP.","J Bacteriol. 1977 Dec;132(3):1042-4. doi: 10.1128/jb.132.3.1042-1044.1977.","Charlang G","J Bacteriol","1977","1977/12/01","PMC235611","","10.1128/jb.132.3.1042-1044.1977"
"21453704","Phosphorylations: Making the Neurosporacrassa circadian clock tick","Diernfellner AC, Schafmeier T.","FEBS Lett. 2011 May 20;585(10):1461-6. doi: 10.1016/j.febslet.2011.03.049. Epub 2011 Mar 29.","Diernfellner AC","FEBS Lett","2011","2011/04/02","","","10.1016/j.febslet.2011.03.049"
"19281855","The polarisome component SPA-2 localizes at the apex of Neurospora crassa and partially colocalizes with the Spitzenkörper","Araujo-Palomares CL, Riquelme M, Castro-Longoria E.","Fungal Genet Biol. 2009 Aug;46(8):551-63. doi: 10.1016/j.fgb.2009.02.009. Epub 2009 Mar 10.","Araujo-Palomares CL","Fungal Genet Biol","2009","2009/03/14","","","10.1016/j.fgb.2009.02.009"
"131178","Characterization of a mutant of Neurospora crassa sensitive to L-tyrosine","Wolfinbarger L Jr, Marzluf GA.","J Gen Microbiol. 1976 Mar;93(1):189-93. doi: 10.1099/00221287-93-1-189.","Wolfinbarger L Jr","J Gen Microbiol","1976","1976/03/01","","","10.1099/00221287-93-1-189"
"6455327","The frq locus in Neurospora crassa: a key element in circadian clock organization","Gardner GF, Feldman JF.","Genetics. 1980 Dec;96(4):877-86. doi: 10.1093/genetics/96.4.877.","Gardner GF","Genetics","1980","1980/12/01","PMC1219306","","10.1093/genetics/96.4.877"
"2553675","Isolation and characterization of a laccase-derepressed mutant of Neurospora crassa","Tamaru H, Inoue H.","J Bacteriol. 1989 Nov;171(11):6288-93. doi: 10.1128/jb.171.11.6288-6293.1989.","Tamaru H","J Bacteriol","1989","1989/11/01","PMC210501","","10.1128/jb.171.11.6288-6293.1989"
"20238270","Biochemical methods used to study the gene expression and protein complexes in the filamentous fungus Neurospora crassa","Guo J, Huang G, Cha J, Liu Y.","Methods Mol Biol. 2010;638:189-200. doi: 10.1007/978-1-60761-611-5_14.","Guo J","Methods Mol Biol","2010","2010/03/19","","","10.1007/978-1-60761-611-5_14"
"9180696","A ras homologue of Neurospora crassa regulates morphology","Kana-uchi A, Yamashiro CT, Tanabe S, Murayama T.","Mol Gen Genet. 1997 Apr 28;254(4):427-32. doi: 10.1007/s004380050435.","Kana-uchi A","Mol Gen Genet","1997","1997/04/28","","","10.1007/s004380050435"
"152308","Nuclear division cycle in germinating conidia of Neurospora crassa","Serna L, Stadler D.","J Bacteriol. 1978 Oct;136(1):341-51. doi: 10.1128/jb.136.1.341-351.1978.","Serna L","J Bacteriol","1978","1978/10/01","PMC218666","","10.1128/jb.136.1.341-351.1978"
"19246761","Transient responses during hyperosmotic shock in the filamentous fungus Neurospora crassa","Lew RR, Nasserifar S.","Microbiology (Reading). 2009 Mar;155(Pt 3):903-911. doi: 10.1099/mic.0.023507-0.","Lew RR","Microbiology (Reading)","2009","2009/02/28","","","10.1099/mic.0.023507-0"
"19139144","Rhythmic conidiation in constant light in vivid mutants of Neurospora crassa","Schneider K, Perrino S, Oelhafen K, Li S, Zatsepin A, Lakin-Thomas P, Brody S.","Genetics. 2009 Mar;181(3):917-31. doi: 10.1534/genetics.108.097808. Epub 2009 Jan 12.","Schneider K","Genetics","2009","2009/01/14","PMC2651064","","10.1534/genetics.108.097808"
"6220417","Photoinduction of protoperithecia in Neurospora crassa by blue light","Innocenti FD, Pohl U, Russo VE.","Photochem Photobiol. 1983 Jan;37(1):49-51. doi: 10.1111/j.1751-1097.1983.tb04432.x.","Innocenti FD","Photochem Photobiol","1983","1983/01/01","","","10.1111/j.1751-1097.1983.tb04432.x"
"18989627","Functional characterization of tzn1 and tzn2-zinc transporter genes in Neurospora crassa","Kiranmayi P, Tiwari A, Sagar KP, Haritha A, Maruthi Mohan P.","Biometals. 2009 Jun;22(3):411-20. doi: 10.1007/s10534-008-9177-0. Epub 2008 Nov 7.","Kiranmayi P","Biometals","2009","2008/11/08","","","10.1007/s10534-008-9177-0"
"147864","Cyanide- and hydroxamate-resistant respiration in Neurospora crassa","Edwards DL, Unger BW.","J Bacteriol. 1978 Mar;133(3):1130-4. doi: 10.1128/jb.133.3.1130-1134.1978.","Edwards DL","J Bacteriol","1978","1978/03/01","PMC222143","","10.1128/jb.133.3.1130-1134.1978"
"6230534","Isolation and characterization of MMS-sensitive mutants of Neurospora crassa","Inoue H, Ishii C.","Mutat Res. 1984 Feb;125(2):185-94. doi: 10.1016/0027-5107(84)90068-x.","Inoue H","Mutat Res","1984","1984/02/01","","","10.1016/0027-5107(84)90068-x"
"15245647","A nitrate-induced frq-less oscillator in Neurospora crassa","Christensen MK, Falkeid G, Loros JJ, Dunlap JC, Lillo C, Ruoff P.","J Biol Rhythms. 2004 Aug;19(4):280-6. doi: 10.1177/0748730404265532.","Christensen MK","J Biol Rhythms","2004","2004/07/13","","","10.1177/0748730404265532"
"9142740","The osmotic-1 locus of Neurospora crassa encodes a putative histidine kinase similar to osmosensors of bacteria and yeast","Schumacher MM, Enderlin CS, Selitrennikoff CP.","Curr Microbiol. 1997 Jun;34(6):340-7. doi: 10.1007/s002849900193.","Schumacher MM","Curr Microbiol","1997","1997/06/01","","","10.1007/s002849900193"
"21087843","Biosynthesis of silver, gold and bimetallic nanoparticles using the filamentous fungus Neurospora crassa","Castro-Longoria E, Vilchis-Nestor AR, Avalos-Borja M.","Colloids Surf B Biointerfaces. 2011 Mar;83(1):42-8. doi: 10.1016/j.colsurfb.2010.10.035. Epub 2010 Oct 30.","Castro-Longoria E","Colloids Surf B Biointerfaces","2011","2010/11/20","","","10.1016/j.colsurfb.2010.10.035"
"8757723","The localization of chitin synthase in membranous vesicles (chitosomes) in Neurospora crassa","Sietsma JH, Beth Din A, Ziv V, Sjollema KA, Yarden O.","Microbiology (Reading). 1996 Jul;142 ( Pt 7):1591-6. doi: 10.1099/13500872-142-7-1591.","Sietsma JH","Microbiology (Reading)","1996","1996/07/01","","","10.1099/13500872-142-7-1591"
"9393441","Genetic and molecular characterization of Neurospora crassa mus-23: a gene involved in recombinational repair","Watanabe K, Sakuraba Y, Inoue H.","Mol Gen Genet. 1997 Oct;256(4):436-45. doi: 10.1007/s004380050587.","Watanabe K","Mol Gen Genet","1997","1997/12/11","","","10.1007/s004380050587"
"21369903","Problem of interactions between intracellular structures during the Neurospora crassa tip growth","Potapova TV, Boitzova LY, Golyshev SA.","Dokl Biochem Biophys. 2011 Jan-Feb;436:44-8. doi: 10.1134/S1607672911010145. Epub 2011 Mar 4.","Potapova TV","Dokl Biochem Biophys","2011","2011/03/04","","","10.1134/S1607672911010145"
"1657695","A new cyclitol derivative influences inositol metabolism in Neurospora crassa","Szabó G, Schablik M, Kiss A, Koncz C, Bognár R, Pelyvás I, Sztaricskai F.","FEMS Microbiol Lett. 1991 Jul 15;66(1):15-8. doi: 10.1016/0378-1097(91)90413-5.","Szabó G","FEMS Microbiol Lett","1991","1991/07/15","","","10.1016/0378-1097(91)90413-5"
"22116279","A factor in a wild isolated Neurospora crassa strain enables a chromosome segment duplication to suppress repeat-induced point mutation","Ramakrishnan M, Sowjanya TN, Raj KB, Kasbekar DP.","J Biosci. 2011 Dec;36(5):817-21. doi: 10.1007/s12038-011-9153-7.","Ramakrishnan M","J Biosci","2011","2011/11/26","","","10.1007/s12038-011-9153-7"
"25275953","Bioinformatic and biochemical characterizations of C-S bond formation and cleavage enzymes in the fungus Neurospora crassa ergothioneine biosynthetic pathway","Hu W, Song H, Sae Her A, Bak DW, Naowarojna N, Elliott SJ, Qin L, Chen X, Liu P.","Org Lett. 2014 Oct 17;16(20):5382-5. doi: 10.1021/ol502596z. Epub 2014 Oct 2.","Hu W","Org Lett","2014","2014/10/03","PMC4201327","NIHMS632669","10.1021/ol502596z"
"6217192","Vanadate uptake in Neurospora crassa occurs via phosphate transport system II","Bowman BJ.","J Bacteriol. 1983 Jan;153(1):286-91. doi: 10.1128/jb.153.1.286-291.1983.","Bowman BJ","J Bacteriol","1983","1983/01/01","PMC217368","","10.1128/jb.153.1.286-291.1983"
"19389478","Chitosan permeabilizes the plasma membrane and kills cells of Neurospora crassa in an energy dependent manner","Palma-Guerrero J, Huang IC, Jansson HB, Salinas J, Lopez-Llorca LV, Read ND.","Fungal Genet Biol. 2009 Aug;46(8):585-94. doi: 10.1016/j.fgb.2009.02.010. Epub 2009 Apr 21.","Palma-Guerrero J","Fungal Genet Biol","2009","2009/04/25","","","10.1016/j.fgb.2009.02.010"
"6223580","Use of a temperature-sensitive, protoplast-forming Neurospora crassa strain for the detection of antifungal antibiotics","Selitrennikoff CP.","Antimicrob Agents Chemother. 1983 May;23(5):757-65. doi: 10.1128/AAC.23.5.757.","Selitrennikoff CP","Antimicrob Agents Chemother","1983","1983/05/01","PMC184809","","10.1128/AAC.23.5.757"
"16079346","Mass flow and pressure-driven hyphal extension in Neurospora crassa","Lew RR.","Microbiology (Reading). 2005 Aug;151(Pt 8):2685-2692. doi: 10.1099/mic.0.27947-0.","Lew RR","Microbiology (Reading)","2005","2005/08/05","","","10.1099/mic.0.27947-0"
"8458586","Reactive oxygen species associated with cell differentiation in Neurospora crassa","Hansberg W, de Groot H, Sies H.","Free Radic Biol Med. 1993 Mar;14(3):287-93. doi: 10.1016/0891-5849(93)90025-p.","Hansberg W","Free Radic Biol Med","1993","1993/03/01","","","10.1016/0891-5849(93)90025-p"
"4272502","Acidic amino acid transport in Neurospora crassa mycelia","Wolfinbarger L Jr, Kay WW.","Biochim Biophys Acta. 1973 Dec 22;330(3):335-43. doi: 10.1016/0005-2736(73)90238-1.","Wolfinbarger L Jr","Biochim Biophys Acta","1973","1973/12/22","","","10.1016/0005-2736(73)90238-1"
