PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"4275849","The inducible quinate-shikimate catabolic pathway in Neurospora crassa: induction and regulation of enzyme synthesis","Chaleff RS.","J Gen Microbiol. 1974 Apr;81(2):357-72. doi: 10.1099/00221287-81-2-357.","Chaleff RS","J Gen Microbiol","1974","1974/04/01","","","10.1099/00221287-81-2-357"
"7808401","DNA binding site specificity of the Neurospora global nitrogen regulatory protein NIT2: analysis with mutated binding sites","Chiang TY, Rai R, Cooper TG, Marzluf GA.","Mol Gen Genet. 1994 Nov 15;245(4):512-6. doi: 10.1007/BF00302264.","Chiang TY","Mol Gen Genet","1994","1994/11/15","","","10.1007/BF00302264"
"26762173","O-Glycan analysis of cellobiohydrolase I from Neurospora crassa","Tang SL, Bubner P, Bauer S, Somerville CR.","Glycobiology. 2016 Jun;26(6):670-7. doi: 10.1093/glycob/cww004. Epub 2016 Jan 13.","Tang SL","Glycobiology","2016","2016/01/15","","","10.1093/glycob/cww004"
"14720","[Isolation and properties of tripolyphosphatase from Neurospora crassa]","Egorov SN, Kulaev IS.","Biokhimiia. 1976 Nov;41(11):1958-67.","Egorov SN","Biokhimiia","1976","1976/11/01","","",""
"4270797","Cellular compartmentation of aromatic amino acids in Neurospora crassa. II. Synthesis and misplaced accumulation of phenylalanine in phen-2 auxotrophs","Brooks CJ, DeBusk BG, DeBusk AG.","Biochem Genet. 1973 Oct;10(2):105-20. doi: 10.1007/BF00485759.","Brooks CJ","Biochem Genet","1973","1973/10/01","","","10.1007/BF00485759"
"124260","[Isolation of a new keto-acid, produced from epsilon-N-trimethyllysine by Neurospora crassa]","Villanueva VR, Lederer E.","FEBS Lett. 1975 Apr 1;52(2):308-11. doi: 10.1016/0014-5793(75)80832-5.","Villanueva VR","FEBS Lett","1975","1975/04/01","","","10.1016/0014-5793(75)80832-5"
"16537446","Structural basis for rodlet assembly in fungal hydrophobins","Kwan AH, Winefield RD, Sunde M, Matthews JM, Haverkamp RG, Templeton MD, Mackay JP.","Proc Natl Acad Sci U S A. 2006 Mar 7;103(10):3621-6. doi: 10.1073/pnas.0505704103. Epub 2006 Feb 28.","Kwan AH","Proc Natl Acad Sci U S A","2006","2006/03/16","PMC1533775","","10.1073/pnas.0505704103"
"6261083","A novel extranuclear mutant of Neurospora with a temperature-sensitive defect in mitochondrial protein synthesis and mitochondrial ATPase","Collins RA, Bertrand H, LaPolla RJ, Lambowitz AM.","Mol Gen Genet. 1981;181(1):13-9. doi: 10.1007/BF00338998.","Collins RA","Mol Gen Genet","1981","1981/01/01","","","10.1007/BF00338998"
"145435","Purine base transport in nit-2 mutants of Neurospora crassa","Pendyala L, Wellman AM.","J Bacteriol. 1978 Jan;133(1):401-2. doi: 10.1128/jb.133.1.401-402.1978.","Pendyala L","J Bacteriol","1978","1978/01/01","PMC222022","","10.1128/jb.133.1.401-402.1978"
"27060250","Direct electrochemistry of nitrate reductase from the fungus Neurospora crassa","Kalimuthu P, Ringel P, Kruse T, Bernhardt PV.","Biochim Biophys Acta. 2016 Sep;1857(9):1506-1513. doi: 10.1016/j.bbabio.2016.04.001. Epub 2016 Apr 7.","Kalimuthu P","Biochim Biophys Acta","2016","2016/04/10","","","10.1016/j.bbabio.2016.04.001"
"11283242","Circadian clock-specific roles for the light response protein WHITE COLLAR-2","Collett MA, Dunlap JC, Loros JJ.","Mol Cell Biol. 2001 Apr;21(8):2619-28. doi: 10.1128/MCB.21.8.2619-2628.2001.","Collett MA","Mol Cell Biol","2001","2001/04/03","PMC86893","","10.1128/MCB.21.8.2619-2628.2001"
"4273092","A new map of the amination-1 locus of Neurospora crassa, and the effect of the recombination-3 gene","Smyth DR.","Aust J Biol Sci. 1973 Dec;26(6):1355-70. doi: 10.1071/bi9731355.","Smyth DR","Aust J Biol Sci","1973","1973/12/01","","","10.1071/bi9731355"
"14934248","Aspects of the carbohydrate metabolism of a mutant of Neurospora crassa requiring acetate for growth","STRAUSS BS.","Arch Biochem Biophys. 1952 Mar;36(1):33-47. doi: 10.1016/0003-9861(52)90375-5.","STRAUSS BS","Arch Biochem Biophys","1952","1952/03/01","","","10.1016/0003-9861(52)90375-5"
"10467008","Polymorphism around cog extends into adjacent structural genes","Yeadon PJ, Catcheside DE.","Curr Genet. 1999 Jul;35(6):631-7. doi: 10.1007/s002940050462.","Yeadon PJ","Curr Genet","1999","1999/08/31","","","10.1007/s002940050462"
"9628839","Analysis of models involving enzymatic activities for the occurrence of C-->T transition mutations during repeat-induced point mutation (RIP) in Neurospora crassa","Mautino MR, Rosa AL.","J Theor Biol. 1998 May 7;192(1):61-71. doi: 10.1006/jtbi.1997.0608.","Mautino MR","J Theor Biol","1998","1998/06/17","","","10.1006/jtbi.1997.0608"
"1825829","Purification and characterization of glutamate decarboxylase from Neurospora crassa conidia","Hao R, Schmit JC.","J Biol Chem. 1991 Mar 15;266(8):5135-9.","Hao R","J Biol Chem","1991","1991/03/15","","",""
"6210532","Purification and characterisation of a pore protein of the outer mitochondrial membrane from Neurospora crassa","Freitag H, Neupert W, Benz R.","Eur J Biochem. 1982 Apr;123(3):629-36. doi: 10.1111/j.1432-1033.1982.tb06578.x.","Freitag H","Eur J Biochem","1982","1982/04/01","","","10.1111/j.1432-1033.1982.tb06578.x"
"4280069","A pyruvate-valine enzyme complex that is dependent upon the metabolic state of the mitochondria","Bergquist A, Eakin EA, Murali DK, Wagner RP.","Proc Natl Acad Sci U S A. 1974 Nov;71(11):4352-5. doi: 10.1073/pnas.71.11.4352.","Bergquist A","Proc Natl Acad Sci U S A","1974","1974/11/01","PMC433881","","10.1073/pnas.71.11.4352"
"6461572","Genes in Neurospora that suppress recombination when they are heterozygous","Catcheside DE.","Genetics. 1981 May;98(1):55-76. doi: 10.1093/genetics/98.1.55.","Catcheside DE","Genetics","1981","1981/05/01","PMC1214434","","10.1093/genetics/98.1.55"
"156577","The biosynthesis of the free sterols and sterol esters of Neurospora crassa","Pierce AM, Pierce HD Jr, Unrau AM, Oehlschlager AC, Subden RE, Renaud RL.","Can J Biochem. 1979 Feb;57(2):112-6. doi: 10.1139/o79-014.","Pierce AM","Can J Biochem","1979","1979/02/01","","","10.1139/o79-014"
"134828","Reproducibility of vitamin assays with mutants of Neurospora crassa maintained by freeze-drying","Jong SC, Davis EE.","Can J Microbiol. 1976 Jul;22(7):1062-4. doi: 10.1139/m76-156.","Jong SC","Can J Microbiol","1976","1976/07/01","","","10.1139/m76-156"
"26711258","Alternative Use of DNA Binding Domains by the Neurospora White Collar Complex Dictates Circadian Regulation and Light Responses","Wang B, Zhou X, Loros JJ, Dunlap JC.","Mol Cell Biol. 2015 Dec 28;36(5):781-93. doi: 10.1128/MCB.00841-15.","Wang B","Mol Cell Biol","2015","2015/12/30","PMC4760224","","10.1128/MCB.00841-15"
"6453347","15N NMR studies of nitrogen metabolism in intact mycelia of Neurospora crassa","Legerton TL, Kanamori K, Weiss RL, Roberts JD.","Proc Natl Acad Sci U S A. 1981 Mar;78(3):1495-8. doi: 10.1073/pnas.78.3.1495.","Legerton TL","Proc Natl Acad Sci U S A","1981","1981/03/01","PMC319157","","10.1073/pnas.78.3.1495"
"10885877","Circadian rhythms in Neurospora: a new measurement, the reset zone","Shaw J, Brody S.","J Biol Rhythms. 2000 Jun;15(3):225-40. doi: 10.1177/074873040001500304.","Shaw J","J Biol Rhythms","2000","2000/07/08","","","10.1177/074873040001500304"
"6446900","Substrate kinetics of the alternative oxidase of Neurospora crassa","Vanderleyden J, Peeters C, Verachtert H, Bertrand H.","Biochem J. 1980 Mar 15;186(3):1009-11. doi: 10.1042/bj1861009.","Vanderleyden J","Biochem J","1980","1980/03/15","PMC1161743","","10.1042/bj1861009"
"16896204","Circadian rhythms in Neurospora crassa and other filamentous fungi","Liu Y, Bell-Pedersen D.","Eukaryot Cell. 2006 Aug;5(8):1184-93. doi: 10.1128/EC.00133-06.","Liu Y","Eukaryot Cell","2006","2006/08/10","PMC1539135","","10.1128/EC.00133-06"
"2534063","Is ""masking"" an appropriate term?","Rensing L.","Chronobiol Int. 1989;6(4):297-300. doi: 10.3109/07420528909056933.","Rensing L","Chronobiol Int","1989","1989/01/01","","","10.3109/07420528909056933"
"6447534","Guanosine metabolism in Neurospora crassa","Greer WL, Pendyala L, Wellman AM.","Can J Biochem. 1980 May;58(5):369-76. doi: 10.1139/o80-048.","Greer WL","Can J Biochem","1980","1980/05/01","","","10.1139/o80-048"
"9256071","Isolation and characterisation of a novel stress-inducible PDI-family gene from Aspergillus niger","Jeenes DJ, Pfaller R, Archer DB.","Gene. 1997 Jul 9;193(2):151-6. doi: 10.1016/s0378-1119(97)00098-x.","Jeenes DJ","Gene","1997","1997/07/09","","","10.1016/s0378-1119(97)00098-x"
"224915","Purification and subunit structure of nicotinamide adenine dinucleotide specific isocitrate dehydrogenase from Neurospora crassa","Nealon DA, Cook RA.","Biochemistry. 1979 Aug 7;18(16):3616-22. doi: 10.1021/bi00583a028.","Nealon DA","Biochemistry","1979","1979/08/07","","","10.1021/bi00583a028"
"137163","Regulation of phosphate metabolism in Neurospora crassa: identification of the structural gene for repressible acid phosphatase","Nelson RE, Lehman JF, Metzenberg RL.","Genetics. 1976 Oct;84(2):183-92. doi: 10.1093/genetics/84.2.183.","Nelson RE","Genetics","1976","1976/10/01","PMC1213571","","10.1093/genetics/84.2.183"
"15802524","A mitogen-activated protein kinase pathway essential for mating and contributing to vegetative growth in Neurospora crassa","Li D, Bobrowicz P, Wilkinson HH, Ebbole DJ.","Genetics. 2005 Jul;170(3):1091-104. doi: 10.1534/genetics.104.036772. Epub 2005 Mar 31.","Li D","Genetics","2005","2005/04/02","PMC1451179","","10.1534/genetics.104.036772"
"1472534","Isolation, partial amino acid sequence, and cellular distribution of heat-shock protein hsp98 from Neurospora crassa","Vassilev AO, Plesofsky-Vig N, Brambl R.","Biochim Biophys Acta. 1992 Dec 8;1156(1):1-6. doi: 10.1016/0304-4165(92)90087-b.","Vassilev AO","Biochim Biophys Acta","1992","1992/12/08","","","10.1016/0304-4165(92)90087-b"
"19966031","The NDR kinase DBF-2 is involved in regulation of mitosis, conidial development, and glycogen metabolism in Neurospora crassa","Dvash E, Kra-Oz G, Ziv C, Carmeli S, Yarden O.","Eukaryot Cell. 2010 Apr;9(4):502-13. doi: 10.1128/EC.00230-09. Epub 2009 Dec 4.","Dvash E","Eukaryot Cell","2010","2009/12/08","PMC2863412","","10.1128/EC.00230-09"
"16451194","Identification and comparative analysis of the large subunit mitochondrial ribosomal proteins of Neurospora crassa","Gan X, Arita K, Isono S, Kitakawa M, Yoshino K, Yonezawa K, Kato A, Inoue H, Isono K.","FEMS Microbiol Lett. 2006 Jan;254(1):157-64. doi: 10.1111/j.1574-6968.2005.00024.x.","Gan X","FEMS Microbiol Lett","2006","2006/02/03","","","10.1111/j.1574-6968.2005.00024.x"
"9042940","Characterization of Neurospora mitochondrial group I introns reveals different CYT-18 dependent and independent splicing strategies and an alternative 3' splice site for an intron ORF","Wallweber GJ, Mohr S, Rennard R, Caprara MG, Lambowitz AM.","RNA. 1997 Feb;3(2):114-31.","Wallweber GJ","RNA","1997","1997/02/01","PMC1369467","",""
"29259126","Active-site copper reduction promotes substrate binding of fungal lytic polysaccharide monooxygenase and reduces stability","Kracher D, Andlar M, Furtmüller PG, Ludwig R.","J Biol Chem. 2018 Feb 2;293(5):1676-1687. doi: 10.1074/jbc.RA117.000109. Epub 2017 Dec 19.","Kracher D","J Biol Chem","2018","2017/12/21","PMC5798298","","10.1074/jbc.RA117.000109"
"2525920","Proton NMR studies of a metallothionein from Neurospora crassa: sequence-specific assignments by NOE measurements in the rotating frame","Malikayil JA, Lerch K, Armitage IM.","Biochemistry. 1989 Apr 4;28(7):2991-5. doi: 10.1021/bi00433a038.","Malikayil JA","Biochemistry","1989","1989/04/04","","","10.1021/bi00433a038"
"20305004","Genetic and molecular characterization of a cryptochrome from the filamentous fungus Neurospora crassa","Froehlich AC, Chen CH, Belden WJ, Madeti C, Roenneberg T, Merrow M, Loros JJ, Dunlap JC.","Eukaryot Cell. 2010 May;9(5):738-50. doi: 10.1128/EC.00380-09. Epub 2010 Mar 19.","Froehlich AC","Eukaryot Cell","2010","2010/03/23","PMC2863965","","10.1128/EC.00380-09"
"141907","Characterization of Neurospora crassa mutant stratins deficient in adenylate cyclase activity","Flawiá MM, Terenzi HF, Torres HN.","Arch Biochem Biophys. 1977 Apr 30;180(2):334-42. doi: 10.1016/0003-9861(77)90046-7.","Flawiá MM","Arch Biochem Biophys","1977","1977/04/30","","","10.1016/0003-9861(77)90046-7"
"141445","Composition and synthesis of cellular lipids in Neurospora crassa during cellular differentiation","Beck DP, Greenawalt JW.","J Bacteriol. 1977 Jul;131(1):188-93. doi: 10.1128/jb.131.1.188-193.1977.","Beck DP","J Bacteriol","1977","1977/07/01","PMC235408","","10.1128/jb.131.1.188-193.1977"
"4260181","Properties of two nuclease genes in Neurospora crassa","Hasunuma K, Ishikawa T.","Genetics. 1972 Mar;70(3):371-84. doi: 10.1093/genetics/70.3.371.","Hasunuma K","Genetics","1972","1972/03/01","PMC1212742","","10.1093/genetics/70.3.371"
"9578630","Repeat-induced point mutations in Pad-1, a putative RNA splicing factor from Neurospora crassa, confer dominant lethal effects on ascus development","Kuldau GA, Raju NB, Glass NL.","Fungal Genet Biol. 1998 Mar;23(2):169-80. doi: 10.1006/fgbi.1998.1034.","Kuldau GA","Fungal Genet Biol","1998","1998/05/21","","","10.1006/fgbi.1998.1034"
"8359693","Functional domains of the transcriptional activator NUC-1 in Neurospora crassa","Kang S.","Gene. 1993 Aug 25;130(2):259-64. doi: 10.1016/0378-1119(93)90428-6.","Kang S","Gene","1993","1993/08/25","","","10.1016/0378-1119(93)90428-6"
"26907693","Functional Evolution in Orthologous Cell-encoded RNA-dependent RNA Polymerases","Qian X, Hamid FM, El Sahili A, Darwis DA, Wong YH, Bhushan S, Makeyev EV, Lescar J.","J Biol Chem. 2016 Apr 22;291(17):9295-309. doi: 10.1074/jbc.M115.685933. Epub 2016 Feb 23.","Qian X","J Biol Chem","2016","2016/02/25","PMC4861493","","10.1074/jbc.M115.685933"
"11854463","tRNA-like recognition of group I introns by a tyrosyl-tRNA synthetase","Myers CA, Kuhla B, Cusack S, Lambowitz AM.","Proc Natl Acad Sci U S A. 2002 Mar 5;99(5):2630-5. doi: 10.1073/pnas.052596299. Epub 2002 Feb 19.","Myers CA","Proc Natl Acad Sci U S A","2002","2002/02/21","PMC122399","","10.1073/pnas.052596299"
"8663029","Fungal membrane responses induced by plant defensins and thionins","Thevissen K, Ghazi A, De Samblanx GW, Brownlee C, Osborn RW, Broekaert WF.","J Biol Chem. 1996 Jun 21;271(25):15018-25. doi: 10.1074/jbc.271.25.15018.","Thevissen K","J Biol Chem","1996","1996/06/21","","","10.1074/jbc.271.25.15018"
"13969503","Purification and characterization of a TPN-specific glutamic acid dehydrogenase Neurospora crassa","BARRATT RW, STRICKLAND WN.","Arch Biochem Biophys. 1963 Jul;102:66-76. doi: 10.1016/0003-9861(63)90321-7.","BARRATT RW","Arch Biochem Biophys","1963","1963/07/01","","","10.1016/0003-9861(63)90321-7"
"25889113","Regulation of glycogen metabolism by the CRE-1, RCO-1 and RCM-1 proteins in Neurospora crassa. The role of CRE-1 as the central transcriptional regulator","Cupertino FB, Virgilio S, Freitas FZ, Candido Tde S, Bertolini MC.","Fungal Genet Biol. 2015 Apr;77:82-94. doi: 10.1016/j.fgb.2015.03.011. Epub 2015 Apr 16.","Cupertino FB","Fungal Genet Biol","2015","2015/04/19","","","10.1016/j.fgb.2015.03.011"
"4280887","Edeine inhibition and resistance in Neurospora","Wagenmann M, Klingmüller W, Neupert W.","Arch Microbiol. 1974;100(2):105-14. doi: 10.1007/BF00446310.","Wagenmann M","Arch Microbiol","1974","1974/01/01","","","10.1007/BF00446310"
"4276965","Properties of repressible alkaline phosphates from wild type and a wall-less mutant of Neurospora crassa","Burton EG, Metzenberg RL.","J Biol Chem. 1974 Aug 10;249(15):4679-88.","Burton EG","J Biol Chem","1974","1974/08/10","","",""
"35348236","Competitive metal-binding stoichiometry between calcium and strontium by cell wall proteins of Neurospora crassa","Kota AK, Mikkineni A, Mathi P, Patnala K, Velagapudi K, Panditi SK, Jeevigunta NLL.","J Basic Microbiol. 2022 May;62(5):568-583. doi: 10.1002/jobm.202100456. Epub 2022 Apr 5.","Kota AK","J Basic Microbiol","2022","2022/03/29","","","10.1002/jobm.202100456"
"9482900","An additional role for the F-box motif: gene regulation within the Neurospora crassa sulfur control network","Kumar A, Paietta JV.","Proc Natl Acad Sci U S A. 1998 Mar 3;95(5):2417-22. doi: 10.1073/pnas.95.5.2417.","Kumar A","Proc Natl Acad Sci U S A","1998","1998/04/16","PMC19360","","10.1073/pnas.95.5.2417"
"51812","Effects of antibiotics on the life cycle of Neurospora crassa","Betina V, Janstová D, Spisiaková J.","Folia Microbiol (Praha). 1975;20(4):340-5. doi: 10.1007/BF02878116.","Betina V","Folia Microbiol (Praha)","1975","1975/01/01","","","10.1007/BF02878116"
"25509139","[Organization of mitochondria in the growing hyphae of Neurospora crassa]","Potapova TV, Boĭtsova LIu, Golyshev SA, Popinako AV.","Tsitologiia. 2013;55(11):828-36.","Potapova TV","Tsitologiia","2013","2014/12/17","","",""
"9501443","Purification, characterization, and mechanism of a flavin mononucleotide-dependent 2-nitropropane dioxygenase from Neurospora crassa","Gorlatova N, Tchorzewski M, Kurihara T, Soda K, Esaki N.","Appl Environ Microbiol. 1998 Mar;64(3):1029-33. doi: 10.1128/AEM.64.3.1029-1033.1998.","Gorlatova N","Appl Environ Microbiol","1998","1998/03/21","PMC106362","","10.1128/AEM.64.3.1029-1033.1998"
"151300","Distribution of ions in Neurospora crassa determined by quantitative electron microprobe analysis","Roomans GM, Boekestein A.","Protoplasma. 1978;95(4):385-92. doi: 10.1007/BF01291413.","Roomans GM","Protoplasma","1978","1978/01/01","","","10.1007/BF01291413"
"27986792","Alternative Oxidase Transcription Factors AOD2 and AOD5 of Neurospora crassa Control the Expression of Genes Involved in Energy Production and Metabolism","Qi Z, Smith KM, Bredeweg EL, Bosnjak N, Freitag M, Nargang FE.","G3 (Bethesda). 2017 Feb 9;7(2):449-466. doi: 10.1534/g3.116.035402.","Qi Z","G3 (Bethesda)","2017","2016/12/18","PMC5295593","","10.1534/g3.116.035402"
"2971658","Cyclosporin A-binding protein (cyclophilin) of Neurospora crassa. One gene codes for both the cytosolic and mitochondrial forms","Tropschug M, Nicholson DW, Hartl FU, Köhler H, Pfanner N, Wachter E, Neupert W.","J Biol Chem. 1988 Oct 5;263(28):14433-40.","Tropschug M","J Biol Chem","1988","1988/10/05","","",""
"29668735","mus-52 disruption and metabolic regulation in Neurospora crassa: Transcriptional responses to extracellular phosphate availability","Martins MP, Gomes EV, Sanches PR, Pedersoli WR, Martinez-Rossi NM, Rossi A.","PLoS One. 2018 Apr 18;13(4):e0195871. doi: 10.1371/journal.pone.0195871. eCollection 2018.","Martins MP","PLoS One","2018","2018/04/19","PMC5905970","","10.1371/journal.pone.0195871"
"15075265","Role of a mitogen-activated protein kinase pathway during conidial germination and hyphal fusion in Neurospora crassa","Pandey A, Roca MG, Read ND, Glass NL.","Eukaryot Cell. 2004 Apr;3(2):348-58. doi: 10.1128/EC.3.2.348-358.2004.","Pandey A","Eukaryot Cell","2004","2004/04/13","PMC387641","","10.1128/EC.3.2.348-358.2004"
"16294304","Proteome analysis of mitochondrial outer membrane from Neurospora crassa","Schmitt S, Prokisch H, Schlunck T, Camp DG 2nd, Ahting U, Waizenegger T, Scharfe C, Meitinger T, Imhof A, Neupert W, Oefner PJ, Rapaport D.","Proteomics. 2006 Jan;6(1):72-80. doi: 10.1002/pmic.200402084.","Schmitt S","Proteomics","2006","2005/11/19","","","10.1002/pmic.200402084"
"25343","Current-voltage relationships for the plasma membrane and its principal electrogenic pump in Neurospora crassa: I. Steady-state conditions","Gradmann D, Hansen UP, Long WS, Slayman CL, Warncke J.","J Membr Biol. 1978 Mar 20;39(4):333-67. doi: 10.1007/BF01869898.","Gradmann D","J Membr Biol","1978","1978/03/20","","","10.1007/BF01869898"
"11712181","The involvement of photoregulated DNA methylation into a choice between sexual and asexual developmental pathways in Neurospora crassa","Kritsky MS, Filippovich S, Afanasieva TP, Bachurina GP, Russo VE.","Dokl Biochem Biophys. 2001 May-Jun;378:203-5. doi: 10.1023/a:1011569430802.","Kritsky MS","Dokl Biochem Biophys","2001","2001/11/20","","","10.1023/a:1011569430802"
"129440","Determination of total choline in biological materials","Lied E, Braekkan OR.","Int J Vitam Nutr Res. 1975;45(4):438-47.","Lied E","Int J Vitam Nutr Res","1975","1975/01/01","","",""
"21335528","Role of four calcium transport proteins, encoded by nca-1, nca-2, nca-3, and cax, in maintaining intracellular calcium levels in Neurospora crassa","Bowman BJ, Abreu S, Margolles-Clark E, Draskovic M, Bowman EJ.","Eukaryot Cell. 2011 May;10(5):654-61. doi: 10.1128/EC.00239-10. Epub 2011 Feb 18.","Bowman BJ","Eukaryot Cell","2011","2011/02/22","PMC3127652","","10.1128/EC.00239-10"
"8849888","eth-1, the Neurospora crassa locus encoding S-adenosylmethionine synthetase: molecular cloning, sequence analysis and in vivo overexpression","Mautino MR, Barra JL, Rosa AL.","Genetics. 1996 Mar;142(3):789-800. doi: 10.1093/genetics/142.3.789.","Mautino MR","Genetics","1996","1996/03/01","PMC1207019","","10.1093/genetics/142.3.789"
"6273305","Purification & characterization of two forms of 5'AMP nucleotidase form Neurospora crassa","Acharya P, Chhatpar HS.","Indian J Exp Biol. 1981 Oct;19(10):953-5.","Acharya P","Indian J Exp Biol","1981","1981/10/01","","",""
"8589459","The Neurospora organelle motor: a distant relative of conventional kinesin with unconventional properties","Steinberg G, Schliwa M.","Mol Biol Cell. 1995 Nov;6(11):1605-18. doi: 10.1091/mbc.6.11.1605.","Steinberg G","Mol Biol Cell","1995","1995/11/01","PMC301314","","10.1091/mbc.6.11.1605"
"4259371","Relatedness between major taxonomic groups of fungi based on the measurement of DNA nucleotide sequence homology","Dutta SK, Ojha M.","Mol Gen Genet. 1972;114(3):232-40. doi: 10.1007/BF01788892.","Dutta SK","Mol Gen Genet","1972","1972/01/01","","","10.1007/BF01788892"
"4376789","Proceedings: Precursors of cytochrome oxidase in cytochrome-oxidase deficient cells of Neurospora crassa","Werner S.","Hoppe Seylers Z Physiol Chem. 1974 Oct;355(10):1267-8.","Werner S","Hoppe Seylers Z Physiol Chem","1974","1974/10/01","","",""
"31821884","Developing a tetO/TetR system in Neurospora crassa","Nguyen TS, Gladyshev E.","Fungal Genet Biol. 2020 Mar;136:103316. doi: 10.1016/j.fgb.2019.103316. Epub 2019 Dec 9.","Nguyen TS","Fungal Genet Biol","2020","2019/12/11","","","10.1016/j.fgb.2019.103316"
"126225","Purine base transport in Neurospora crassa","Magill JM, Magill CW.","J Bacteriol. 1975 Oct;124(1):149-54. doi: 10.1128/jb.124.1.149-154.1975.","Magill JM","J Bacteriol","1975","1975/10/01","PMC235876","","10.1128/jb.124.1.149-154.1975"
"4376002","Cyclic AMP-induced tyrosinase synthesis in Neurospora crassa","Feldman JF, Thayer JP.","Biochem Biophys Res Commun. 1974 Dec 11;61(3):977-82. doi: 10.1016/0006-291x(74)90251-4.","Feldman JF","Biochem Biophys Res Commun","1974","1974/12/11","","","10.1016/0006-291x(74)90251-4"
"9738881","Mutations in the dim-1 gene of Neurospora crassa reduce the level of DNA methylation","Foss HM, Roberts CJ, Selker EU.","Mol Gen Genet. 1998 Jul;259(1):60-71. doi: 10.1007/s004380050789.","Foss HM","Mol Gen Genet","1998","1998/09/17","","","10.1007/s004380050789"
"4273093","Release of ribosome-bound aspartate transcarbamylase after in vitro complementation","Issaly AS, Issaly IM, Reissig JL.","Biochim Biophys Acta. 1973 Dec 21;331(3):410-20. doi: 10.1016/0005-2787(73)90027-0.","Issaly AS","Biochim Biophys Acta","1973","1973/12/21","","","10.1016/0005-2787(73)90027-0"
"12383803","Peroxisomes: flexible and dynamic organelles","van der Klei I, Veenhuis M.","Curr Opin Cell Biol. 2002 Aug;14(4):500-5. doi: 10.1016/s0955-0674(02)00354-x.","van der Klei I","Curr Opin Cell Biol","2002","2002/10/18","","","10.1016/s0955-0674(02)00354-x"
"15240903","[Hypothesis] On the genetic basis of temperature compensation of circadian clocks","Sharma VK.","J Genet. 2004 Apr;83(1):9-11. doi: 10.1007/BF02715823.","Sharma VK","J Genet","2004","2004/07/09","","","10.1007/BF02715823"
"135758","Regulation of hypoxanthine transport in Neurospora crassa","Sabina RL, Magill JM, Magill CW.","J Bacteriol. 1976 Nov;128(2):598-603. doi: 10.1128/jb.128.2.598-603.1976.","Sabina RL","J Bacteriol","1976","1976/11/01","PMC232796","","10.1128/jb.128.2.598-603.1976"
"13954812","[The effect of hexachlorocyclohexanes on inositolless Neurospora crassa. Alteration of inositol metabolism by deltexan]","HITZ HR.","Arch Mikrobiol. 1963;45:217-46.","HITZ HR","Arch Mikrobiol","1963","1963/01/01","","",""
"35244156","The genome organization of Neurospora crassa at high resolution uncovers principles of fungal chromosome topology","Rodriguez S, Ward A, Reckard AT, Shtanko Y, Hull-Crew C, Klocko AD.","G3 (Bethesda). 2022 May 6;12(5):jkac053. doi: 10.1093/g3journal/jkac053.","Rodriguez S","G3 (Bethesda)","2022","2022/03/04","PMC9073679","","10.1093/g3journal/jkac053"
"21818281","Analysis of al-2 mutations in Neurospora","Díaz-Sánchez V, Estrada AF, Trautmann D, Limón MC, Al-Babili S, Avalos J.","PLoS One. 2011;6(7):e21948. doi: 10.1371/journal.pone.0021948. Epub 2011 Jul 19.","Díaz-Sánchez V","PLoS One","2011","2011/08/06","PMC3139582","","10.1371/journal.pone.0021948"
"157435","Membrane crystals of ubiquinone:cytochrome c reductase from Neurospora mitochondria","Wingfield P, Arad T, Leonard K, Weiss H.","Nature. 1979 Aug 23;280(5724):696-7. doi: 10.1038/280696a0.","Wingfield P","Nature","1979","1979/08/23","","","10.1038/280696a0"
"199604","Nicotinamide adenine dinucleotide-specific glutamate dehydrogenase of Neurospora crassa. IX. Isolation and sequences of several large cyanogen bromide peptides","Haberland ME, Smith EL.","J Biol Chem. 1977 Nov 25;252(22):8196-205.","Haberland ME","J Biol Chem","1977","1977/11/25","","",""
"34265094","Revisiting the Neurospora crassa mitochondrial genome","Monteiro J, Pratas D, Videira A, Pereira F.","Lett Appl Microbiol. 2021 Oct;73(4):495-505. doi: 10.1111/lam.13538. Epub 2021 Jul 31.","Monteiro J","Lett Appl Microbiol","2021","2021/07/15","","","10.1111/lam.13538"
"2959857","Two developmental stages of Neurospora crassa utilize similar mechanisms for responding to heat shock but contrasting mechanisms for recovery","Plesofsky-Vig N, Brambl R.","Mol Cell Biol. 1987 Sep;7(9):3041-8. doi: 10.1128/mcb.7.9.3041-3048.1987.","Plesofsky-Vig N","Mol Cell Biol","1987","1987/09/01","PMC367935","","10.1128/mcb.7.9.3041-3048.1987"
"9208225","A kinesin-like mechanoenzyme from the zygomycete Syncephalastrum racemosum shares biochemical similarities with conventional kinesin from Neurospora crassa","Steinberg G.","Eur J Cell Biol. 1997 Jun;73(2):124-31.","Steinberg G","Eur J Cell Biol","1997","1997/06/01","","",""
"128616","Biogenesis of mitochondrial membranes Neurospora crassa during cellular differentiation: ultrastructural changes accompanying differentiation","Beck DP, Greenawalt JW.","J Gen Microbiol. 1976 Jan;92(1):97-110. doi: 10.1099/00221287-92-1-97.","Beck DP","J Gen Microbiol","1976","1976/01/01","","","10.1099/00221287-92-1-97"
